#CHR	gene_start	gene_stop	GENE_ID	GENE_NAME	z_score	strand	gene_id	pLI	exac_pLI
chr8	29067576	29263124	ENSG00000197892	KIF13B	-0.5683325752152288	-	ENSG00000197892	2.1366e-12	0.00019945
chr8	30578317	30658251	ENSG00000197265	GTF2E2	-0.5091052044099427	-	ENSG00000197265	0.039299	0.0086686
chr8	30678060	30727926	ENSG00000104687	GSR	-0.3607670875472908	-	ENSG00000104687	1.2922e-06	0.012481
chr8	30774456	30814314	ENSG00000104695	PPP2CB	-0.5588515138807858	-	ENSG00000104695	0.34419	0.62251
chr8	33547754	33567125	ENSG00000133874	RNF122	-0.1263277408635554	-	ENSG00000133874	0.14077	0.076386
chr8	33591331	33600106	ENSG00000133878	DUSP26	-0.7885038884261838	-	ENSG00000133878	0.00023011	0.0039148
chr8	37858617	37899467	ENSG00000156675	RAB11FIP1	-0.2855940343538983	-	ENSG00000156675	7.3324e-11	2.1056e-05
chr8	38988807	38996824	ENSG00000169490	TM2D2	-0.4805889461136471	-	ENSG00000169490	0.0064454	0.071029
chr8	41653219	41896762	ENSG00000029534	ANK1	0.17634657556199	-	ENSG00000029534	1.0	1.0
chr8	42175232	42207724	ENSG00000104368	PLAT	0.5119437670362483	-	ENSG00000104368	5.6593e-05	0.00019718
chr8	42416474	42541597	ENSG00000168575	SLC20A2	0.1451601438665846	-	ENSG00000168575	0.96545	0.86443
chr8	47089571	47198861	ENSG00000248347	RP11-1134I14.2	-0.5311461128152124	-			
chr8	51319577	51809445	ENSG00000147485	PXDNL	0.246850187216246	-	ENSG00000147485	2.2028000000000002e-35	1.9368e-27
chr8	51817574	51899186	ENSG00000168300	PCMTD1	-0.1899164528712431	-	ENSG00000168300	0.26735	2.5569e-06
chr8	53515606	53523931	ENSG00000237807	RP11-400K9.4	-0.1942493318514065	-			
chr8	53966551	54022529	ENSG00000187735	TCEA1	-0.4329267613714421	-	ENSG00000187735	0.89541	0.34225
chr8	54046366	54102017	ENSG00000120992	LYPLA1	-0.563523341205004	-	ENSG00000120992	3.6468e-05	0.0084944
chr8	55696423	55773121	ENSG00000167904	TMEM68	-0.5014329900833054	-	ENSG00000167904	0.0069895	0.016937
chr8	56067294	56074581	ENSG00000008988	RPS20	3.4444827407853125	-	ENSG00000008988	0.020686	0.68632
chr8	56073834	56073901	ENSG00000238650	SNORD54	-0.4721790125554024	-			
chr8	56300009	56320776	ENSG00000170786	SDR16C5	-0.7262446481865821	-	ENSG00000170786	0.01224	0.0029174
chr8	56957932	56993844	ENSG00000104331	IMPAD1	-0.2340729995267945	-	ENSG00000104331	0.015288	0.32758
chr8	58805417	59119039	ENSG00000198846	TOX	-0.5521228223107411	-	ENSG00000198846	0.99869	0.89297
chr8	60187346	60281412	ENSG00000178538	CA8	0.9513076147438594	-	ENSG00000178538	0.0082516	0.78393
chr8	61501645	61714640	ENSG00000198363	ASPH	0.8110937033168208	-	ENSG00000198363	6.6268e-15	1.0177e-08
chr8	65602455	65634217	ENSG00000104442	ARMC1	-0.1397040973708814	-	ENSG00000104442	0.76284	0.87635
chr8	65717509	65842322	ENSG00000205268	PDE7A	-0.2696225143570516	-	ENSG00000205268	0.0045645	0.19206
chr8	66562174	66613294	ENSG00000185697	MYBL1	-0.6475619094673961	-	ENSG00000185697	1.0	0.99833
chr8	66628486	66667217	ENSG00000175073	VCPIP1	-0.4994652459943492	-	ENSG00000175073	1.0	0.99934
chr8	69667046	69835064	ENSG00000137571	SLCO5A1	-0.5432983974494692	-	ENSG00000137571	1.5378e-06	1.5238e-05
chr8	70573441	70608387	ENSG00000067167	TRAM1	-0.2758256261052091	-	ENSG00000067167	0.92506	0.6767
chr8	70635317	70669174	ENSG00000147592	LACTB2	-0.3334286090756597	-	ENSG00000147592	3.6864e-05	0.00028176
chr8	71841548	71844468	ENSG00000178860	MSC	0.3553172820689475	-	ENSG00000178860	0.024651	0.67368
chr8	73064539	73124088	ENSG00000164764	SBSPON	1.1928404083612767	-	ENSG00000164764	6.7083e-06	5.9516e-05
chr8	73290266	73295789	ENSG00000147604	RPL7	-0.4476163929965442	-	ENSG00000147604	0.99626	0.99115
chr8	73297710	73356461	ENSG00000250295	RDH10-AS1	0.8532501434802943	-			
chr8	73939168	73972287	ENSG00000154582	ELOC	-0.5180715271772175	-	ENSG00000154582	0.74421	0.64399
chr8	76980257	77001044	ENSG00000164751	PEX2	-0.5656775171160998	-	ENSG00000164751	0.00025931	0.055556
chr8	79764009	79767863	ENSG00000164683	HEY1	-0.4662969642953871	-	ENSG00000164683	0.050181	0.9161
chr8	80628450	80874781	ENSG00000164684	ZNF704	-0.2703980077189084	-	ENSG00000164684	0.99532	0.97264
chr8	85217159	85220421	ENSG00000176731	C8orf59	0.7051236629689096	-	ENSG00000176731	0.007898	0.042726
chr8	85441850	85464915	ENSG00000253549	CA3-AS1	2.0368143413368256	-			
chr8	86333273	86343314	ENSG00000254231	CTD-2284J15.1	-0.6448131366464026	-			
chr8	86468503	86514357	ENSG00000176623	RMDN1	0.4051331299367279	-	ENSG00000176623	5.8995e-10	8.9057e-07
chr8	86553976	86743675	ENSG00000170289	CNGB3	-0.0015857987869627	-	ENSG00000170289	7.772300000000001e-19	8.8646e-11
chr8	88032008	88328025	ENSG00000156103	MMP16	-0.5865025025370593	-	ENSG00000156103	0.91797	0.91697
chr8	89609408	89757727	ENSG00000251136	RP11-37B2.1	-0.4340222285961455	-			
chr8	93213301	93700433	ENSG00000246662	LINC00535	-0.5181469448453535	-			
chr8	93731527	93741017	ENSG00000183808	RBM12B	-0.5268243660690811	-	ENSG00000183808	0.0049816	0.12042
chr8	94249252	94262350	ENSG00000164949	GEM	2.4677139543253084	-	ENSG00000164949	1.179e-08	6.1291e-06
chr8	94487692	94553529	ENSG00000164944	KIAA1429	-0.44218931155602	-	ENSG00000164944	0.99438	0.99944
chr8	94879769	94896678	ENSG00000175305	CCNE2	-0.6028131424752639	-	ENSG00000175305	0.86983	0.33818
chr8	94925971	94949411	ENSG00000164938	TP53INP1	0.2152364681114907	-	ENSG00000164938	0.00046552	6.8585e-05
chr8	97273473	97277964	ENSG00000180543	TSPYL5	-0.049751213536141	-	ENSG00000180543	0.84935	0.8526
chr8	98024850	98046469	ENSG00000156482	RPL30	1.2939761750973011	-	ENSG00000156482	0.84674	0.77479
chr8	98102343	98117241	ENSG00000132541	RIDA	-0.4859250552230698	-	ENSG00000132541	0.067892	0.28199
chr8	98189832	98294393	ENSG00000104361	NIPAL2	0.973112050686486	-	ENSG00000104361	4.3665e-12	5.7929e-06
chr8	98996762	99013044	ENSG00000253948	RP11-410L14.2	-0.5854038027213746	-			
chr8	99873199	99894062	ENSG00000164919	COX6C	1.1582740389127866	-	ENSG00000164919	0.048848	0.23065
chr8	100257059	100336218	ENSG00000034677	RNF19A	-0.435558547112423	-	ENSG00000034677	0.025305	0.027076
chr8	100509751	100559784	ENSG00000186106	ANKRD46	-0.4255720137311473	-	ENSG00000186106	0.51507	0.91872
chr8	100685815	100722809	ENSG00000070756	PABPC1	-0.0063872750521017	-	ENSG00000070756	0.99601	0.99969
chr8	100916524	100953388	ENSG00000164924	YWHAZ	-0.2489312099364817	-	ENSG00000164924	0.93965	0.81717
chr8	101686542	102124907	ENSG00000104490	NCALD	0.3551675091908805	-	ENSG00000104490	0.8931	0.81742
chr8	102253333	102412841	ENSG00000104517	UBR5	-0.4571714888708565	-	ENSG00000104517	1.0	1.0
chr8	102826356	102893864	ENSG00000155096	AZIN1	0.5203993631372186	-	ENSG00000155096	0.99485	0.99167
chr8	103156989	103298772	ENSG00000247081	BAALC-AS1	-0.2370020387334708	-			
chr8	104330323	104467053	ENSG00000147647	DPYS	0.5409371700754368	-	ENSG00000147647	2.785e-11	9.8963e-08
chr8	105780245	106060524	ENSG00000251003	ZFPM2-AS1	-0.457992238085505	-			
chr8	106520473	106657548	ENSG00000253582	RP11-649G15.2	-0.6596836054354612	-			
chr8	106759482	106770245	ENSG00000174429	ABRA	-0.6156543483074048	-	ENSG00000174429	6.1508e-06	4.0601e-06
chr8	107249481	107498055	ENSG00000154188	ANGPT1	-0.3056117072307751	-	ENSG00000154188	0.95208	0.99333
chr8	107899315	108083648	ENSG00000147655	RSPO2	0.2010658296480859	-	ENSG00000147655	0.024608	0.69114
chr8	108201742	108435333	ENSG00000104408	EIF3E	-0.1931466701059804	-	ENSG00000104408	0.05196	0.73423
chr8	109240918	109334323	ENSG00000120526	NUDCD1	-0.286372509806528	-	ENSG00000120526	2.6721e-11	3.8405e-06
chr8	115408495	115809673	ENSG00000104447	TRPS1	-0.3776103731500209	-	ENSG00000104447	1.0	0.99011
chr8	116845934	116874423	ENSG00000164754	RAD21	0.100984941196575	-	ENSG00000164754	0.99701	0.99954
chr8	117794489	118111853	ENSG00000182197	EXT1	-0.2031543464288197	-	ENSG00000182197	0.99732	0.99932
chr8	118923556	118952200	ENSG00000164761	TNFRSF11B	1.401526684206866	-	ENSG00000164761	0.16171	0.27223
chr8	119215110	119246848	ENSG00000253972	MAL2	0.0854914059044436	-			
chr8	119557085	119673453	ENSG00000136960	ENPP2	0.9145909149851776	-	ENSG00000136960	0.0027913	0.0068282
chr8	119730774	119832863	ENSG00000064313	TAF2	-0.4921649069995577	-	ENSG00000064313	0.0025958	0.56609
chr8	119833975	119856010	ENSG00000136982	DSCC1	0.1075776749150444	-	ENSG00000136982	0.0084752	0.022719
chr8	120535744	120812143	ENSG00000172164	SNTB1	-0.123129484593904	-	ENSG00000172164	0.0010263	0.61893
chr8	121612115	121641189	ENSG00000170961	HAS2	-0.5832103423657461	-	ENSG00000170961	0.99013	0.99425
chr8	123013163	123042423	ENSG00000136986	DERL1	-0.2950106336338052	-	ENSG00000136986	0.00021136	0.011589
chr8	123248450	123275541	ENSG00000165156	ZHX1	-0.7155365683328377	-	ENSG00000165156	0.80424	0.82148
chr8	123497888	123541206	ENSG00000156804	FBXO32	2.0724456516333216	-	ENSG00000156804	0.99692	0.97257
chr8	123645526	123652950	ENSG00000175946	KLHL38	-0.6552067582128998	-	ENSG00000175946	1.4099e-08	3.9386e-06
chr8	123680793	123737407	ENSG00000104537	ANXA13	-0.2675308747743595	-	ENSG00000104537	4.2441e-10	0.0072565
chr8	124306188	124372692	ENSG00000164983	TMEM65	-0.2571849495169751	-	ENSG00000164983	0.11083	0.59465
chr8	124462484	124474576	ENSG00000245149	RNF139-AS1	-0.5082042300882916	-			
chr8	124488484	124539458	ENSG00000147687	TATDN1	-0.3611099337341845	-	ENSG00000147687	6.4923e-16	1.7264e-08
chr8	124550789	124728429	ENSG00000170873	MTSS1	1.9939640760143933	-	ENSG00000170873	0.9997	0.99982
chr8	124811225	124857516	ENSG00000255491	RP11-1082L8.3	-0.6419989168534807	-			
chr8	127289816	127482139	ENSG00000246228	CASC8	-0.1778799708753863	-			
chr8	129748195	129786888	ENSG00000147697	GSDMC	0.1121803672024987	-	ENSG00000147697	8.0925e-14	9.3494e-12
chr8	130052103	130443660	ENSG00000153317	ASAP1	-0.2929532739701912	-	ENSG00000153317	1.0	0.99998
chr8	132120857	132481019	ENSG00000184156	KCNQ3	0.1743799476218434	-	ENSG00000184156	0.80089	0.9856
chr8	132571952	132675617	ENSG00000129295	LRRC6	-0.0101876436129472	-	ENSG00000129295	1.0409e-10	8.2973e-08
chr8	132685006	132760630	ENSG00000165071	TMEM71	0.441823137963818	-	ENSG00000165071	7.986e-11	4.1658e-10
chr8	133237170	133302022	ENSG00000104419	NDRG1	2.3174984756688133	-	ENSG00000104419	0.011324	0.053823
chr8	133454847	133571940	ENSG00000008513	ST3GAL1	1.1986042654538631	-	ENSG00000008513	0.58269	0.59356
chr8	134477787	134713049	ENSG00000066827	ZFAT	0.5306770660094717	-	ENSG00000066827	1.275e-08	0.0029287
chr8	134792019	134798272	ENSG00000259820	AC083843.1	-0.2344201747412393	-			
chr8	139730342	140458579	ENSG00000167632	TRAPPC9	1.4875417923027254	-	ENSG00000167632	2.2898e-14	5.7604e-06
chr8	140520155	140635619	ENSG00000123908	AGO2	-0.2715321369339563	-	ENSG00000123908	1.0	0.99999
chr8	140657899	141002216	ENSG00000169398	PTK2	-0.1407997727807088	-	ENSG00000169398	0.99987	0.99999
chr8	141207165	141308305	ENSG00000022567	SLC45A4	1.4990894323438475	-	ENSG00000022567	0.00010424	0.0045896
chr8	141353402	141355365	ENSG00000261655	CTD-3064M3.3	-0.313010112012537	-			
chr8	141356499	141367267	ENSG00000204882	GPR20	-0.5130015645653553	-	ENSG00000204882	0.441	0.31507
chr8	141433828	141507230	ENSG00000226807	MROH5	1.1205710353580831	-	ENSG00000226807	0.010417	
chr8	142212079	142403240	ENSG00000171045	TSNARE1	1.0052650071559557	-	ENSG00000171045	9.6275e-07	3.6024e-07
chr8	142611043	142614472	ENSG00000198576	ARC	0.2016772144796868	-	ENSG00000198576	0.59433	0.92077
chr8	142657459	142681920	ENSG00000234616	JRK	3.2499811263822616	-			
chr8	142705127	142726973	ENSG00000253741	CTD-2292P10.4	-0.5377284655516278	-			
chr8	142750149	142752534	ENSG00000197353	LYPD2	0.0490483878529169	-	ENSG00000197353	0.25267	0.063302
chr8	142764337	142769844	ENSG00000283992	LYNX1	2.578605396496737	-			
chr8	142771196	142777810	ENSG00000180155	LYNX1	1.6178195768628705	-	ENSG00000180155	0.026317	0.11068
chr8	142784879	142786592	ENSG00000167656	LY6D	2.9550183289944303	-	ENSG00000167656	0.026045	0.00062014
chr8	143566186	143572971	ENSG00000204839	MROH6	1.7613405158621445	-	ENSG00000204839	4.1528e-18	1.2747e-10
chr8	143574795	143578357	ENSG00000147813	NAPRT	3.4590914539402067	-	ENSG00000147813	1.1537e-18	9.842e-13
chr8	143586218	143597744	ENSG00000104529	EEF1D	0.2919380366244668	-	ENSG00000104529	8.9931e-07	0.39424
chr8	143603912	143609773	ENSG00000104524	PYCRL	-0.4651091296691161	-	ENSG00000104524	2.338e-05	0.017128
chr8	143790919	143815379	ENSG00000180900	SCRIB	-0.4295438370917719	-	ENSG00000180900	0.92926	0.91327
chr8	143857323	143878464	ENSG00000261150	EPPK1	0.23509958527387	-			
chr8	143915146	143976734	ENSG00000178209	PLEC	3.6089069678054218	-	ENSG00000178209	8.3469e-12	0.024936
chr8	143977152	144012772	ENSG00000178685	PARP10	0.3113939611946926	-	ENSG00000178685	1.8208e-08	0.0029113
chr8	144449581	144465677	ENSG00000187954	CYHR1	-0.5669075181717922	-	ENSG00000187954	0.49115	0.053831
chr8	144497976	144504997	ENSG00000255182	CTD-2517M22.14	-0.2635786242068815	-			
chr8	144511287	144517845	ENSG00000160957	RECQL4	-0.1927783291374869	-	ENSG00000160957	3.3132e-35	
chr8	144525732	144529132	ENSG00000213563	C8orf82	-0.5720763789216499	-	ENSG00000213563	3.6066e-05	0.0066676
chr8	144529178	144605816	ENSG00000147799	ARHGAP39	-0.6997761832566983	-	ENSG00000147799	0.0081913	0.0016818
chr8	144773113	144787345	ENSG00000196378	ZNF34	-0.6515672641494155	-	ENSG00000196378	0.00068775	0.24611
chr8	144789765	144792587	ENSG00000161016	RPL8	3.845809991859272	-	ENSG00000161016	0.95531	0.93269
chr8	144841041	144853736	ENSG00000170619	COMMD5	-0.5747114139984888	-	ENSG00000170619	1.497e-05	0.000302
chr8	144876496	144902168	ENSG00000196150	ZNF250	-0.5876766264283532	-	ENSG00000196150	0.2783	0.06762
chr8	144973588	145000538	ENSG00000196922	ZNF252P	-0.0854242597879701	-			
chr9	121037	179147	ENSG00000172785	CBWD1	-0.4076227330894228	-	ENSG00000172785	1.369e-06	0.64214
chr9	452491	492248	ENSG00000227155	RP11-165F24.3	0.0497200528255557	-			
chr9	673477	685555	ENSG00000227914	RP11-130C19.3	-0.5672462036039906	-			
chr9	2422701	2622373	ENSG00000236404	VLDLR-AS1	1.5031914302418996	-			
chr9	2720468	2844241	ENSG00000080608	PUM3	-0.3653488754710199	-	ENSG00000080608	3.2052e-26	1.6622e-14
chr9	3218296	3526004	ENSG00000080298	RFX3	-0.5679213894010826	-	ENSG00000080298	1.0	0.99977
chr9	3684075	3689626	ENSG00000226669	RP11-509J21.4	-0.6696967642890812	-			
chr9	3824126	4348392	ENSG00000107249	GLIS3	-0.0156650721195886	-	ENSG00000107249	5.5977e-08	0.0001006
chr9	4553385	4666674	ENSG00000106686	SPATA6L	0.8372627849366799	-	ENSG00000106686	1.0446e-16	1.9236e-11
chr9	4676599	4679502	ENSG00000273061	CDC37L1-AS1	-0.1874071180326769	-			
chr9	4709558	4742043	ENSG00000147853	AK3	2.368836937980925	-	ENSG00000147853	0.0001135	5.6321e-05
chr9	5131978	5185668	ENSG00000120210	INSL6	-0.5372096148964914	-	ENSG00000120210	3.734e-09	4.5693e-05
chr9	5357972	5437878	ENSG00000107020	PLGRKT	-0.5483955193932496	-	ENSG00000107020	4.604e-08	8.3592e-08
chr9	5881595	6007825	ENSG00000183354	KIAA2026	-0.4799543255513602	-	ENSG00000183354	0.65923	
chr9	7796489	7888380	ENSG00000137038	TMEM261	-0.4197420308455478	-	ENSG00000137038	0.0054207	0.00077764
chr9	8314245	10612723	ENSG00000153707	PTPRD	0.4933497548283275	-	ENSG00000153707	1.0	1.0
chr9	12700099	12814345	ENSG00000235448	LURAP1L-AS1	1.11622038967696	-			
chr9	13105703	13279590	ENSG00000107186	MPDZ	-0.0652722274298374	-	ENSG00000107186	5.8009e-38	
chr9	14611070	14693471	ENSG00000175893	ZDHHC21	0.3571250669831592	-	ENSG00000175893	0.02838	0.05123
chr9	14734665	14910995	ENSG00000164946	FREM1	1.0459211719882031	-	ENSG00000164946	1.5684999999999999e-52	
chr9	14987301	15146401	ENSG00000232000	CLCN3P1	-0.4637268635755638	-			
chr9	15163621	15307360	ENSG00000155158	TTC39B	0.1767956431521445	-	ENSG00000155158	2.179e-15	1.0681e-11
chr9	16409502	16870843	ENSG00000173068	BNC2	-0.2488314548263752	-	ENSG00000173068	0.92762	0.99947
chr9	19375996	19380254	ENSG00000137154	RPS6	1.2778618258778944	-	ENSG00000137154	0.9759	0.78911
chr9	25676388	25678440	ENSG00000198680	TUSC1	1.4329634590800069	-	ENSG00000198680	0.042737	0.32467
chr9	26904082	26947299	ENSG00000137055	PLAA	-0.5463154438941333	-	ENSG00000137055	0.46873	0.64866
chr9	27245679	27282793	ENSG00000283945	LINC00032	-0.5692982388696628	-			
chr9	27325208	27529781	ENSG00000120162	MOB3B	-0.2553169205493221	-	ENSG00000120162	0.016386	0.030378
chr9	27546544	27573866	ENSG00000147894	C9orf72	0.8105666567649721	-	ENSG00000147894	1.0647e-06	0.00071513
chr9	32455704	32526324	ENSG00000107201	DDX58	0.2930285696040967	-	ENSG00000107201	1.7557999999999998e-23	1.0882e-14
chr9	32540543	32552542	ENSG00000197579	TOPORS	-0.3769298363579914	-	ENSG00000197579	0.99904	0.97584
chr9	32553010	32573184	ENSG00000165264	NDUFB6	-0.4278848847236382	-	ENSG00000165264	0.00016201	0.047218
chr9	32972605	33025168	ENSG00000137074	APTX	-0.2187835556871366	-	ENSG00000137074	3.9924e-10	7.7291e-06
chr9	33041763	33076659	ENSG00000122692	SMU1	-0.2529143520320638	-	ENSG00000122692	0.99994	0.99898
chr9	33104081	33167356	ENSG00000086062	B4GALT1	1.3479825146323323	-	ENSG00000086062	0.037435	0.48632
chr9	33247819	33264720	ENSG00000107262	BAG1	-0.4111835215568094	-	ENSG00000107262	6.5264e-06	
chr9	33383178	33402682	ENSG00000165269	AQP7	0.7878342106215562	-	ENSG00000165269	4.0504e-16	1.8601e-09
chr9	33441153	33447611	ENSG00000165272	AQP3	3.2170160370891465	-	ENSG00000165272	0.13398	0.50483
chr9	33785949	33818795	ENSG00000235481	UBE2R2-AS1	0.3333660627849369	-			
chr9	33921692	34048949	ENSG00000137073	UBAP2	-0.3575977146534662	-	ENSG00000137073	3.4324e-07	0.98951
chr9	34086386	34127399	ENSG00000198876	DCAF12	-0.4238435024051964	-	ENSG00000198876	2.187e-06	0.0034856
chr9	34398183	34458570	ENSG00000164970	FAM219A	-0.574903798619792	-	ENSG00000164970	0.14617	0.2726
chr9	34551431	34590140	ENSG00000122756	CNTFR	-0.1942493318514065	-	ENSG00000122756	0.95549	0.90621
chr9	34613544	34620523	ENSG00000137100	DCTN3	-0.7100948191420673	-	ENSG00000137100	1.2577e-07	0.020224
chr9	34634721	34637809	ENSG00000147955	SIGMAR1	-0.5463154438941333	-	ENSG00000147955	0.1678	0.12507
chr9	35610041	35646689	ENSG00000137101	CD72	-0.5313202727587132	-	ENSG00000137101	0.020272	0.95661
chr9	35658874	35675760	ENSG00000137135	ARHGEF39	0.8449340657092165	-	ENSG00000137135	1.1334e-10	2.2201e-08
chr9	35808044	35812272	ENSG00000137098	SPAG8	-0.2872092808803655	-	ENSG00000137098	1.6843e-12	2.7493e-07
chr9	36214440	36277056	ENSG00000159921	GNE	-0.1594115116345853	-	ENSG00000159921	2.4844e-16	4.8567e-07
chr9	37438113	37465399	ENSG00000168795	ZBTB5	-0.7333523430232769	-	ENSG00000168795	0.61772	0.79846
chr9	37582645	37592642	ENSG00000175768	TOMM5	-0.5155685214419361	-	ENSG00000175768	0.49975	0.58888
chr9	37766977	37801437	ENSG00000107371	EXOSC3	-0.2201722853382156	-	ENSG00000107371	0.00024296	0.70189
chr9	38408993	38424447	ENSG00000137142	IGFBPL1	-0.2980180938795736	-	ENSG00000137142	4.0352e-05	0.0085039
chr9	38540566	38545372	ENSG00000273036	FAM95C	0.9636077478799844	-			
chr9	41006998	41074617	ENSG00000277778	PGM5P2	0.0819533103719944	-			
chr9	68355188	68357852	ENSG00000224958	PGM5-AS1	-0.192222051972906	-			
chr9	69427529	69672306	ENSG00000107282	APBA1	-0.2987864594993	-	ENSG00000107282	0.53701	0.86584
chr9	69709521	69759959	ENSG00000188647	PTAR1	-0.3554383451066298	-	ENSG00000188647	0.86445	0.73156
chr9	70033920	70175888	ENSG00000204706	MAMDC2-AS1	0.2961476344276203	-			
chr9	70193996	70258866	ENSG00000268364	SMC5-AS1	0.6058135383439782	-			
chr9	70384596	70414624	ENSG00000119138	KLF9	-0.3714602477339101	-	ENSG00000119138	0.88783	0.88245
chr9	70529062	71446835	ENSG00000083067	TRPM3	1.0515033470911872	-	ENSG00000083067	5.6853e-07	7.7375e-06
chr9	71683365	71816690	ENSG00000135048	TMEM2	0.7403754687960377	-	ENSG00000135048	4.6831e-13	1.2839e-09
chr9	72900661	73080442	ENSG00000165092	ALDH1A1	0.5497499047900961	-	ENSG00000165092	0.95448	0.99385
chr9	74946580	74952886	ENSG00000135045	C9orf40	-0.5607366371870492	-	ENSG00000135045	0.069726	0.26399
chr9	74981019	75028423	ENSG00000156017	CARNMT1	-0.4980357967830667	-	ENSG00000156017	0.0024568	0.54094
chr9	75060572	75088217	ENSG00000106733	NMRK1	1.4735744507326365	-	ENSG00000106733	3.5697e-08	0.0010664
chr9	76385516	76394517	ENSG00000135002	RFK	-0.0557323957180099	-	ENSG00000135002	0.063854	0.52388
chr9	76611375	76906087	ENSG00000106772	PRUNE2	1.6148829996876468	-	ENSG00000106772	4.9601e-28	3.6832e-12
chr9	77423078	77648307	ENSG00000156049	GNA14	-0.3955910675429863	-	ENSG00000156049	2.4256e-17	6.8239e-10
chr9	81583682	81689305	ENSG00000196781	TLE1	0.2282510749393563	-	ENSG00000196781	0.99922	0.95729
chr9	82979584	83063177	ENSG00000165105	RASEF	0.2785920729826642	-	ENSG00000165105	2.2309e-09	3.2712e-05
chr9	83242989	83538546	ENSG00000172159	FRMD3	0.5120780596298754	-	ENSG00000172159	0.27023	0.19522
chr9	83659962	83708203	ENSG00000135018	UBQLN1	0.0097417968484901	-	ENSG00000135018	0.99884	0.99875
chr9	83739420	83829516	ENSG00000165113	GKAP1	-0.3943076570650993	-	ENSG00000165113	0.061133	0.12283
chr9	83836697	83921465	ENSG00000165115	KIF27	-0.4204499358402268	-	ENSG00000165115	1.7585000000000003e-24	1.3497e-09
chr9	83968082	83980616	ENSG00000165119	HNRNPK	-0.0425979186196778	-	ENSG00000165119	0.99998	0.99978
chr9	86026145	86100173	ENSG00000135052	GOLM1	0.4611576163782433	-	ENSG00000135052	9.6171e-09	0.0026125
chr9	86264545	86283102	ENSG00000135070	ISCA1	-0.3728324108530396	-	ENSG00000135070	0.17085	0.77897
chr9	86287732	86354454	ENSG00000083223	ZCCHC6	-0.110150059424806	-	ENSG00000083223	1.0	1.0
chr9	87966445	87974753	ENSG00000156345	CDK20	-0.4098778991187676	-	ENSG00000156345	5.9487e-14	7.194e-12
chr9	89005770	89178767	ENSG00000148082	SHC3	0.4847379008007186	-	ENSG00000148082	0.046457	0.45767
chr9	89360786	89498130	ENSG00000187764	SEMA4D	1.569435516777269	-	ENSG00000187764	0.97472	0.99583
chr9	91213814	91361913	ENSG00000148090	AUH	-0.4071132829321912	-	ENSG00000148090	8.024e-06	0.0072525
chr9	91563090	91950162	ENSG00000169071	ROR2	0.0142748352653718	-	ENSG00000169071	0.00012401	0.46472
chr9	92297357	92325483	ENSG00000198000	NOL8	-0.2528921107758345	-	ENSG00000198000	1.7627e-13	4.4867e-08
chr9	92493553	92536655	ENSG00000106823	ECM2	-0.0761783796419554	-	ENSG00000106823	3.333e-09	1.5633e-06
chr9	92634385	92670265	ENSG00000127080	IPPK	-0.5608096374061984	-	ENSG00000127080	0.8741	0.97379
chr9	93121488	93134288	ENSG00000131669	NINJ1	1.592893630125561	-	ENSG00000131669	0.11745	0.061294
chr9	94558719	94593793	ENSG00000130957	FBP2	1.9811185149166608	-	ENSG00000130957	0.00022129	0.0013931
chr9	94603132	94640249	ENSG00000165140	FBP1	1.2345596626342803	-	ENSG00000165140	0.079124	0.098591
chr9	95099053	95426796	ENSG00000158169	FANCC	-0.3541046138855665	-	ENSG00000158169	2.7921e-13	5.8798e-10
chr9	95759230	95875700	ENSG00000175611	LINC00476	0.5883191720193214	-			
chr9	96019731	96027965	ENSG00000225194	LINC00092	-0.6631382887863597	-			
chr9	97601748	97633575	ENSG00000136925	TSTD2	-0.5160781624052765	-	ENSG00000136925	1.8987e-11	1.6295e-06
chr9	97674908	97697357	ENSG00000136936	XPA	-0.5137153225761256	-	ENSG00000136936	7.8652e-05	6.1166e-05
chr9	97904488	97922570	ENSG00000136932	TRMO	-0.3887191354905024	-	ENSG00000136932	6.4724e-08	4.0808e-05
chr9	98120974	98192640	ENSG00000106789	CORO2A	-0.1448483419894018	-	ENSG00000106789	3.4457e-10	2.5725e-06
chr9	98731328	98796965	ENSG00000165138	ANKS6	-0.5427902633114206	-	ENSG00000165138	6.9447e-06	0.00027331
chr9	98847171	98872415	ENSG00000267026	RP11-92C4.3	-0.2723127713287295	-			
chr9	99216425	99221956	ENSG00000119523	ALG2	-0.3950738253454874	-	ENSG00000119523	8.0497e-05	0.020669
chr9	99585785	99819889	ENSG00000237461	RP11-554F20.1	-0.7494467512422559	-			
chr9	99915076	99929896	ENSG00000254571	RP11-60I3.4	-0.5713429715187314	-			
chr9	99979178	100099040	ENSG00000023318	ERP44	-0.267565053372214	-	ENSG00000023318	0.99106	0.95675
chr9	100302076	100352939	ENSG00000136891	TEX10	-0.2252332743243646	-	ENSG00000136891	1.0	0.99999
chr9	101387632	101398614	ENSG00000136897	MRPL50	-0.3871044192158749	-	ENSG00000136897	3.8088e-05	0.00031841
chr9	101420577	101435823	ENSG00000136872	ALDOB	0.8190141125642459	-	ENSG00000136872	7.8786e-07	0.00081375
chr9	101473170	101533537	ENSG00000165152	TMEM246	-0.0874696985663539	-	ENSG00000165152	0.093873	0.27846
chr9	101569352	101738580	ENSG00000198785	GRIN3A	-0.3513579416879174	-	ENSG00000198785	0.45327	0.12333
