CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count	count_fdr_0p1	pctile_fdr_0p1	z_score	ens_version	status
10	ENSG00000181192	DHTKD1	12068971	12123225	225	20	0.088888889	-0.281015412	11	autosome
10	ENSG00000165630	PRPF18	13586926	13630868	185	13	0.07027027	-0.403628569	13	autosome
10	ENSG00000095739	BAMBI	28677341	28682939	49	2	0.040816327	-0.597597903	10	autosome
10	ENSG00000277288	C10orf142	44292734	44294649	40	3	0.075	-0.372480872	3	autosome
10	ENSG00000172671	ZFAND4	45615500	45672780	136	9	0.066176471	-0.430588341	19	autosome
10	ENSG00000189014	FAM35DP	47689706	47730436	14	0	0	-0.866394357	7	autosome
10	ENSG00000178440	LINC00843	49972762	49982053	117	6	0.051282051	-0.528675735	5	autosome
10	ENSG00000232682	RP11-388P9.2	60050667	60060743	130	0	0	-0.866394357	2	autosome
10	ENSG00000072422	RHOBTB1	60869437	61001440	167	5	0.02994012	-0.669223305	16	autosome
10	ENSG00000181915	ADO	62804856	62808483	196	13	0.066326531	-0.429600119	4	autosome
10	ENSG00000138346	DNA2	68414063	68472121	160	3	0.01875	-0.742915986	14	autosome
10	ENSG00000138336	TET1	68560655	68694482	81	5	0.061728395	-0.459881201	8	autosome
10	ENSG00000107625	DDX50	68901277	68946847	136	7	0.051470588	-0.527434122	12	autosome
10	ENSG00000224745	RP11-380G5.2	87878691	87880427	5	0	0	-0.866394357	1	autosome
10	ENSG00000232229	LINC00865	89829509	89840861	121	48	0.396694215	1.746040604	5	autosome
10	ENSG00000138160	KIF11	92593285	92655395	165	5	0.03030303	-0.666833353	5	autosome
10	ENSG00000165887	ANKRD2	97572498	97583884	95	31	0.326315789	1.282562559	11	autosome
10	ENSG00000119943	PYROXD2	98383564	98415184	163	69	0.423312883	1.921338195	12	autosome
10	ENSG00000107872	FBXL15	102419188	102423136	42	2	0.047619048	-0.552798494	12	autosome
10	ENSG00000148841	ITPRIP	104309697	104338404	200	42	0.21	0.5165634	15	autosome
10	ENSG00000228261	RP11-127L20.3	104323368	104327004	51	7	0.137254902	0.037499602	1	autosome
10	ENSG00000119979	FAM45A	119104091	119137984	139	10	0.071942446	-0.392616434	16	autosome
10	ENSG00000148908	RGS10	119499827	119542708	121	9	0.074380165	-0.376562802	14	autosome
10	ENSG00000270300	PHACTR2P1	119793588	119816642	16	1	0.0625	-0.454799786	2	autosome
10	ENSG00000154473	BUB3	123154276	123170467	109	9	0.082568807	-0.322636392	17	autosome
10	ENSG00000108176	DNAJC12	67796664	67838166	61	5	0.081967213	-0.326598199	14	autosome
10	ENSG00000148700	ADD3	109996367	110135565	125	17	0.136	0.029235429	14	autosome
10	ENSG00000150275	PCDH15	53802770	55627942	115	8	0.069565217	-0.408271704	17	autosome
10	ENSG00000170370	EMX2	117542495	117549546	56	1	0.017857143	-0.748795908	11	autosome
10	ENSG00000185303	SFTPA2	79555851	79560402	76	33	0.434210526	1.993104765	16	autosome
10	ENSG00000185737	NRG3	81875313	82987179	168	8	0.047619048	-0.552798494	12	autosome
10	ENSG00000196932	TMEM26	61406642	61453450	101	10	0.099009901	-0.214363354	11	autosome
10	ENSG00000203837	PNLIPRP3	116427866	116477957	43	4	0.093023256	-0.253788484	4	autosome
10	ENSG00000204179	PTPN20	46911395	47002488	128	22	0.171875	0.265490712	10	autosome
10	ENSG00000212743	RP11-563J2.3	6350315	6352762	45	0	0	-0.866394357	2	autosome
10	ENSG00000213613	RPL11P3	87945501	87946024	25	1	0.04	-0.602973832	2	autosome
10	ENSG00000223817	CDH23-AS1	71508152	71511873	64	3	0.046875	-0.557698429	1	autosome
10	ENSG00000225913	RP11-57C13.6	87607984	87659279	9	0	0	-0.866394357	2	autosome
10	ENSG00000226386	PARD3-AS1	34815766	34816386	40	1	0.025	-0.701756529	1	autosome
10	ENSG00000231298	LINC00704	4650184	4678154	24	0	0	-0.866394357	6	autosome
10	ENSG00000233122	CTAGE7P	130106045	130108481	36	2	0.055555556	-0.500532516	2	autosome
10	ENSG00000236662	RP11-108L7.4	100980506	100980577	55	1	0.018181818	-0.746657755	1	autosome
10	ENSG00000260589	STAM-AS1	17641283	17643878	54	1	0.018518519	-0.74444041	1	autosome
10	ENSG00000273760	CH17-360D5.3	47970042	47973496	99	3	0.03030303	-0.666833353	1	autosome
10	ENSG00000276805	RP11-291L22.9	38403188	38452153	189	34	0.17989418	0.318301127	2	autosome
10	ENSG00000277687	RP11-427L15.2	118692360	118693535	85	3	0.035294118	-0.633964482	1	autosome
10	ENSG00000180525	PRR26	649947	669581	42	1	0.023809524	-0.709596425	11	autosome
10	ENSG00000151631	AKR1C6P	4871900	4891975	12	0	0	-0.866394357	8	autosome
10	ENSG00000226647	RP11-336A10.2	5712173	5744067	141	10	0.070921986	-0.399336688	2	autosome
10	ENSG00000237986	CELF2-AS2	11071540	11105504	68	16	0.235294118	0.683138144	3	autosome
10	ENSG00000152464	RPP38	15097319	15139818	148	21	0.141891892	0.06803656	14	autosome
10	ENSG00000152465	NMT2	15102583	15168693	152	19	0.125	-0.043205216	17	autosome
10	ENSG00000225527	RP11-383B4.4	18531848	18533336	55	3	0.054545455	-0.50718455	1	autosome
10	ENSG00000273107	RP11-165A20.3	24953240	24953513	7	0	0	-0.866394357	1	autosome
10	ENSG00000274209	ANTXRL	46286344	46330207	33	5	0.151515152	0.131410663	4	autosome
10	ENSG00000204176	SYT15	46578216	46594173	35	2	0.057142857	-0.490079321	13	autosome
10	ENSG00000231187	RP11-38L15.3	46582781	46598145	23	2	0.086956522	-0.293741041	2	autosome
10	ENSG00000265366	GLUD1P2	46759018	46784204	29	0	0	-0.866394357	6	autosome
10	ENSG00000243289	AGAP13P	46816515	46832476	17	1	0.058823529	-0.479011232	1	autosome
10	ENSG00000148719	DNAJB12	72332829	72355230	49	1	0.020408163	-0.73199613	14	autosome
10	ENSG00000272692	RP11-399K21.14	75409326	75411842	18	1	0.055555556	-0.500532516	1	autosome
10	ENSG00000165841	CYP2C19	94762623	94853260	66	3	0.045454545	-0.567052851	9	autosome
10	ENSG00000138115	CYP2C8	95036771	95069497	106	15	0.141509434	0.065517878	13	autosome
10	ENSG00000231829	RP11-310E22.5	95141924	95168425	123	8	0.06504065	-0.4380683	2	autosome
10	ENSG00000120053	GOT1	99396869	99430624	129	8	0.062015504	-0.457990442	10	autosome
10	ENSG00000224934	RP11-441O15.3	99431190	99438117	149	11	0.073825503	-0.380215535	2	autosome
10	ENSG00000230224	PHBP9	100248270	100249095	118	3	0.025423729	-0.698966057	1	autosome
10	ENSG00000235823	OLMALINC	100373614	100383368	89	5	0.056179775	-0.496421709	1	autosome
10	ENSG00000273108	RP11-416N2.4	103608618	103610050	27	1	0.037037037	-0.622486463	1	autosome
10	ENSG00000120051	CFAP58	104353763	104455090	19	1	0.052631579	-0.519788403	14	autosome
10	ENSG00000108055	SMC3	110567690	110604636	74	3	0.040540541	-0.599414095	9	autosome
10	ENSG00000165863	C10orf82	116663695	116669970	40	0	0	-0.866394357	16	autosome
10	ENSG00000188613	NANOS1	119029715	119033669	14	1	0.071428571	-0.396000562	6	autosome
10	ENSG00000176769	TCERG1L	131092390	131311721	114	37	0.324561404	1.271009027	9	autosome
10	ENSG00000232903	LINC01166	132943966	132965289	110	25	0.227272727	0.630313173	2	autosome
10	ENSG00000148803	FUOM	133355153	133358035	25	2	0.08	-0.339553307	11	autosome
10	ENSG00000232591	RP5-1031D4.2	7445557	7471942	10	1	0.1	-0.207843044	1	autosome
10	ENSG00000237036	ZEB1-AS1	31206277	31320447	38	1	0.026315789	-0.69309138	4	autosome
10	ENSG00000148516	ZEB1	31319124	31529814	49	6	0.12244898	-0.060004994	21	autosome
10	ENSG00000236114	RP11-517P14.7	43523255	43525217	38	2	0.052631579	-0.519788403	1	autosome
10	ENSG00000226808	LINC00840	43859410	43895433	54	1	0.018518519	-0.74444041	1	autosome
10	ENSG00000165338	HECTD2	91409279	91514829	44	4	0.090909091	-0.267711345	16	autosome
10	ENSG00000233377	MTND4P20	94940252	94941121	46	1	0.02173913	-0.723231028	1	autosome
10	ENSG00000257582	LINC01475	99526349	99531177	50	2	0.04	-0.602973832	5	autosome
10	ENSG00000228778	RP11-129J12.1	99526947	99528467	28	1	0.035714286	-0.631197459	2	autosome
10	ENSG00000229981	LINC01435	107694972	108197849	80	4	0.05	-0.5371187	7	autosome
10	ENSG00000198546	ZNF511	133308474	133313162	68	1	0.014705882	-0.769548576	14	autosome
10	ENSG00000165828	PRAP1	133347145	133352683	28	7	0.25	0.779983925	14	autosome
10	ENSG00000225140	RP11-809C18.3	628637	631255	22	1	0.045454545	-0.567052851	1	autosome
10	ENSG00000229664	RP11-536K7.5	6026025	6036427	8	1	0.125	-0.043205216	1	autosome
10	ENSG00000197308	GATA3-AS1	8050449	8053484	42	4	0.095238095	-0.23920263	9	autosome
10	ENSG00000230322	RP3-323N1.2	11168921	11171376	8	0	0	-0.866394357	1	autosome
10	ENSG00000065328	MCM10	13161553	13211104	101	7	0.069306931	-0.409972655	16	autosome
10	ENSG00000234091	RP11-353M9.1	13729382	13756200	36	3	0.083333333	-0.317601596	1	autosome
10	ENSG00000229327	RP11-135A24.2	32347396	32374488	16	1	0.0625	-0.454799786	1	autosome
10	ENSG00000283000	RP11-297A16.4	34969908	34975578	5	3	0.6	3.084913521	1	autosome
10	ENSG00000224761	RP11-508N22.9	38164647	38212417	5	0	0	-0.866394357	4	autosome
10	ENSG00000273008	RP11-351D16.3	43136823	43138334	56	0	0	-0.866394357	1	autosome
10	ENSG00000187783	TMEM72	44911199	44937002	22	0	0	-0.866394357	11	autosome
10	ENSG00000263482	ANTXRLP1	46233884	46273557	10	3	0.3	1.109259582	3	autosome
10	ENSG00000138311	ZNF365	62374191	62672011	122	15	0.12295082	-0.05670012	15	autosome
10	ENSG00000272767	JMJD1C-AS1	63465228	63466563	29	1	0.034482759	-0.639307697	1	autosome
10	ENSG00000237512	UNC5B-AS1	71217223	71218228	12	1	0.083333333	-0.317601596	6	autosome
10	ENSG00000225652	KCNMA1-AS3	77354403	77376613	5	0	0	-0.866394357	1	autosome
10	ENSG00000188100	FAM25A	87020305	87024730	83	14	0.168674699	0.244415087	8	autosome
10	ENSG00000184923	NUTM2A	87225447	87236908	22	0	0	-0.866394357	12	autosome
10	ENSG00000225850	RP11-452K12.4	97334709	97343203	45	1	0.022222222	-0.720049621	3	autosome
10	ENSG00000165886	UBTD1	97498867	97571209	42	1	0.023809524	-0.709596425	4	autosome
10	ENSG00000119946	CNNM1	99329098	99394330	118	7	0.059322034	-0.475728324	10	autosome
10	ENSG00000280693	SH3PXD2A-AS1	103745965	103755423	37	3	0.081081081	-0.332433833	2	autosome
10	ENSG00000148834	GSTO1	104235355	104267459	137	30	0.218978102	0.57568881	12	autosome
10	ENSG00000156395	SORCS3	104641100	105265235	80	7	0.0875	-0.290161958	12	autosome
10	ENSG00000177640	CASC2	118046603	118210153	59	0	0	-0.866394357	15	autosome
10	ENSG00000154478	GPR26	123666354	123694607	74	9	0.121621622	-0.065453571	3	autosome
10	ENSG00000233334	FAM53B-AS1	124703624	124714217	7	0	0	-0.866394357	3	autosome
10	ENSG00000182077	PTCHD3	27398186	27414368	11	4	0.363636364	1.52833769	10	autosome
10	ENSG00000148584	A1CF	50799408	50885675	28	0	0	-0.866394357	14	autosome
10	ENSG00000188373	C10orf99	84173737	84185294	83	24	0.289156627	1.037850403	4	autosome
10	ENSG00000107789	MINPP1	87504874	87553460	106	2	0.018867925	-0.742139392	15	autosome
10	ENSG00000065621	GSTO2	104268872	104304945	146	65	0.445205479	2.065512173	14	autosome
10	ENSG00000255624	RP11-564D11.3	122879850	122898024	14	1	0.071428571	-0.396000562	2	autosome
10	ENSG00000180745	CLRN3	127877840	127892947	12	1	0.083333333	-0.317601596	4	autosome
10	ENSG00000107593	PKD2L1	100288153	100330486	18	7	0.388888889	1.694638527	16	autosome
10	ENSG00000166220	TBATA	70771238	70785401	11	3	0.272727273	0.929654678	12	autosome
10	ENSG00000172650	AGAP5	73674284	73698159	33	0	0	-0.866394357	13	autosome
10	ENSG00000175535	PNLIP	116545930	116567855	18	12	0.666666667	3.52394773	6	autosome
10	ENSG00000197889	MEIG1	14959438	14988050	46	0	0	-0.866394357	9	autosome
10	ENSG00000203805	PLPP4	120456953	120589855	65	26	0.4	1.767810895	10	autosome
10	ENSG00000227896	RP11-77P6.2	86521944	86525101	25	0	0	-0.866394357	2	autosome
10	ENSG00000229190	RP11-390B4.3	17695708	17700190	20	0	0	-0.866394357	1	autosome
10	ENSG00000238258	RP11-342D11.2	33211276	33213804	30	1	0.033333333	-0.646877253	1	autosome
10	ENSG00000273363	RP11-285G1.14	44958916	44959458	9	0	0	-0.866394357	1	autosome
10	ENSG00000278831	RP11-12J10.4	124623604	124624079	42	1	0.023809524	-0.709596425	1	autosome
10	ENSG00000178462	TUBAL3	5393097	5404830	24	2	0.083333333	-0.317601596	11	autosome
10	ENSG00000226990	RP11-543F8.2	8400859	8461863	8	0	0	-0.866394357	1	autosome
10	ENSG00000229751	RP11-142M10.2	13991814	14007526	38	4	0.105263158	-0.173182449	1	autosome
10	ENSG00000284024	RP11-398C13.8	14842310	14842846	35	1	0.028571429	-0.678236839	1	autosome
10	ENSG00000204832	ST8SIA6-AS1	17386935	17413503	22	1	0.045454545	-0.567052851	9	autosome
10	ENSG00000148513	ANKRD30A	37125787	37384111	16	2	0.125	-0.043205216	17	autosome
10	ENSG00000148734	NPFFR1	70247328	70283676	63	3	0.047619048	-0.552798494	7	autosome
10	ENSG00000280355	RP11-119F19.5	79681972	79682996	49	2	0.040816327	-0.597597903	1	autosome
10	ENSG00000237523	LINC00857	80207709	80219657	21	0	0	-0.866394357	1	autosome
10	ENSG00000148680	HTR7	90740822	90857698	10	1	0.1	-0.207843044	15	autosome
10	ENSG00000152804	HHEX	92689950	92695646	45	2	0.044444444	-0.573704885	10	autosome
10	ENSG00000108231	LGI1	93757808	93806272	71	7	0.098591549	-0.217118415	12	autosome
10	ENSG00000148835	TAF5	103367966	103389040	11	1	0.090909091	-0.267711345	10	autosome
10	ENSG00000231104	RP11-354M20.3	118017486	118045810	9	1	0.111111111	-0.134670676	8	autosome
10	ENSG00000230131	RP11-282I1.1	123356449	123517708	52	2	0.038461538	-0.61310539	5	autosome
10	ENSG00000270111	RP11-271F18.4	10418738	10462349	24	2	0.083333333	-0.317601596	2	autosome
10	ENSG00000272853	RP11-398C13.6	14877687	14878686	19	1	0.052631579	-0.519788403	1	autosome
10	ENSG00000148482	SLC39A12	17951838	18043292	67	7	0.104477612	-0.178355672	11	autosome
10	ENSG00000165309	ARMC3	22928023	23038523	46	1	0.02173913	-0.723231028	13	autosome
10	ENSG00000224215	RP11-371A19.2	23343964	23345181	22	0	0	-0.866394357	1	autosome
10	ENSG00000151025	GPR158	25175061	25602226	66	5	0.075757576	-0.367491847	9	autosome
10	ENSG00000136750	GAD2	26216306	26304558	35	3	0.085714286	-0.301921803	11	autosome
10	ENSG00000148604	RGR	84245052	84259960	63	6	0.095238095	-0.23920263	13	autosome
10	ENSG00000122375	OPN4	86654556	86666848	57	4	0.070175439	-0.404253085	11	autosome
10	ENSG00000280485	RP11-437J2.4	93772680	93788605	35	4	0.114285714	-0.113764285	1	autosome
10	ENSG00000095587	TLL2	96364605	96513918	54	4	0.074074074	-0.37857857	8	autosome
10	ENSG00000187122	SLIT1	96998037	97185920	65	3	0.046153846	-0.562447597	16	autosome
10	ENSG00000148798	INA	103277162	103290351	35	2	0.057142857	-0.490079321	10	autosome
10	ENSG00000278601	RP11-348N5.9	110907482	110908182	13	0	0	-0.866394357	1	autosome
10	ENSG00000275024	CTB-1144G6.6	114280724	114281258	13	0	0	-0.866394357	1	autosome
10	ENSG00000119973	PRLHR	118589988	118595699	33	6	0.181818182	0.330971667	5	autosome
10	ENSG00000177234	LINC01561	120597948	120600124	52	21	0.403846154	1.793139792	7	autosome
10	ENSG00000197177	ADGRA1	133070928	133131675	79	10	0.126582278	-0.0327851	15	autosome
10	ENSG00000165383	LRRC18	48909482	48914232	11	1	0.090909091	-0.267711345	11	autosome
10	ENSG00000237840	FAM21FP	45706430	45727199	55	0	0	-0.866394357	6	autosome
10	ENSG00000272447	RP11-182L21.6	79825901	79827602	11	1	0.090909091	-0.267711345	1	autosome
10	ENSG00000272914	RP11-330O11.3	30831827	30833387	45	4	0.088888889	-0.281015412	1	autosome
10	ENSG00000264204	AGAP7P	46109620	46131358	14	2	0.142857143	0.074393233	2	autosome
10	ENSG00000122877	EGR2	62811995	62919900	30	5	0.166666667	0.231191165	15	autosome
10	ENSG00000229672	RP11-184A2.3	3751066	3763226	13	2	0.153846154	0.146761509	2	autosome
10	ENSG00000232075	MRPL35P2	63634316	63634827	6	0	0	-0.866394357	1	autosome
10	ENSG00000279406	RP11-327E2.5	71364242	71366374	16	1	0.0625	-0.454799786	1	autosome
10	ENSG00000176244	ACBD7	15077522	15088776	41	0	0	-0.866394357	6	autosome
10	ENSG00000231964	RP11-67C2.2	45444569	45453121	14	2	0.142857143	0.074393233	1	autosome
10	ENSG00000224222	RP11-262I2.2	69994625	70007836	31	1	0.032258065	-0.65395845	1	autosome
10	ENSG00000197430	OPALIN	96343215	96359365	34	1	0.029411765	-0.672702794	10	autosome
10	ENSG00000075891	PAX2	100735602	100829941	5	0	0	-0.866394357	21	autosome
10	ENSG00000138136	LBX1	101226194	101229794	5	0	0	-0.866394357	6	autosome
10	ENSG00000227128	LBX1-AS1	101232251	101270148	9	0	0	-0.866394357	4	autosome
10	ENSG00000213061	PFN1P11	102838010	102845473	9	0	0	-0.866394357	2	autosome
10	ENSG00000235470	NEURL1-AS1	103479602	103517393	27	1	0.037037037	-0.622486463	5	autosome
10	ENSG00000256925	ADGRA1-AS1	133083072	133088491	41	4	0.097560976	-0.223905271	2	autosome
10	ENSG00000178217	SH2D4B	80537901	80646560	13	0	0	-0.866394357	13	autosome
10	ENSG00000223528	RP11-223P11.3	126988094	127026507	58	4	0.068965517	-0.412221038	7	autosome
10	ENSG00000234175	RP11-730A19.9	13139195	13139533	29	1	0.034482759	-0.639307697	1	autosome
10	ENSG00000173124	ACSM6	95194199	95228928	42	3	0.071428571	-0.396000562	14	autosome
10	ENSG00000148377	IDI2	1020766	1025859	28	7	0.25	0.779983925	5	autosome
10	ENSG00000265018	AGAP12P	48009872	48031640	110	31	0.281818182	0.98952298	6	autosome
10	ENSG00000122852	SFTPA1	79610938	79615455	39	9	0.230769231	0.653339442	14	autosome
10	ENSG00000273372	SFTPD-AS1	79968212	79970962	11	1	0.090909091	-0.267711345	1	autosome
10	ENSG00000234452	SLC16A12-AS1	89456063	89468140	14	0	0	-0.866394357	5	autosome
10	ENSG00000227307	RP11-95I16.2	120925546	120980700	6	0	0	-0.866394357	1	autosome
10	ENSG00000273030	RP11-285F16.1	100412933	100413421	31	1	0.032258065	-0.65395845	1	autosome
10	ENSG00000223820	CFL1P1	87818312	87845612	31	0	0	-0.866394357	5	autosome
10	ENSG00000228484	RP11-106M7.1	114764787	114779903	31	1	0.032258065	-0.65395845	1	autosome
10	ENSG00000148826	NKX6-2	132783480	132786052	39	1	0.025641026	-0.697535046	8	autosome
10	ENSG00000205696	ADARB2-AS1	1526636	1556984	26	7	0.269230769	0.906628409	4	autosome
10	ENSG00000280809	LINC00836	25651711	25732935	40	5	0.125	-0.043205216	2	autosome
10	ENSG00000279058	AGAP14	46337223	46358714	9	0	0	-0.866394357	2	autosome
10	ENSG00000232110	RP11-149I23.3	89284037	89291990	36	3	0.083333333	-0.317601596	7	autosome
10	ENSG00000273001	RP11-118K6.3	3065423	3066001	17	1	0.058823529	-0.479011232	1	autosome
10	ENSG00000230445	LRRC37A6P	27246349	27259455	43	5	0.11627907	-0.100637016	4	autosome
10	ENSG00000156026	MCU	72692130	72887694	31	1	0.032258065	-0.65395845	14	autosome
10	ENSG00000133665	DYDC2	80344744	80368073	22	5	0.227272727	0.630313173	12	autosome
10	ENSG00000280660	RP11-437J2.3	93762452	93771991	7	0	0	-0.866394357	1	autosome
10	ENSG00000148704	VAX1	117128520	117138301	8	1	0.125	-0.043205216	12	autosome
10	ENSG00000240707	LINC01168	132965533	132976354	21	1	0.047619048	-0.552798494	2	autosome
10	ENSG00000148702	HABP2	113550836	113589602	17	1	0.058823529	-0.479011232	14	autosome
10	ENSG00000213514	RP11-428P16.2	77730765	77734769	10	0	0	-0.866394357	2	autosome
10	ENSG00000233261	LINC00264	26589864	26594330	11	1	0.090909091	-0.267711345	3	autosome
10	ENSG00000273312	RP11-425A6.5	35604484	35607577	6	0	0	-0.866394357	2	autosome
10	ENSG00000236744	RP11-168O22.1	55247754	55597233	17	1	0.058823529	-0.479011232	2	autosome
10	ENSG00000200737	Y_RNA	97421194	97421307	16	1	0.0625	-0.454799786	1	autosome
10	ENSG00000238276	RP11-245J24.1	118241642	118267710	26	2	0.076923077	-0.359816424	5	autosome
10	ENSG00000225418	AKR1C5P	5122086	5135226	13	4	0.307692308	1.159917375	1	autosome
10	ENSG00000227560	RPS15AP30	112987475	112987865	10	0	0	-0.866394357	1	autosome
10	ENSG00000182632	CCNYL2	42408167	42475349	15	0	0	-0.866394357	15	autosome
10	ENSG00000185933	CALHM1	103453386	103458888	10	1	0.1	-0.207843044	6	autosome
10	ENSG00000228651	RP11-556E13.1	52556701	52755409	17	1	0.058823529	-0.479011232	1	autosome
10	ENSG00000234699	RP11-225H22.4	103452845	103462695	10	1	0.1	-0.207843044	1	autosome
10	ENSG00000274461	RP11-323P17.2	120819306	120824994	19	7	0.368421053	1.559847322	1	autosome
10	ENSG00000279910	RP11-113E21.2	85526879	85531115	7	0	0	-0.866394357	1	autosome
10	ENSG00000107807	TLX1	101130504	101137789	14	0	0	-0.866394357	12	autosome
10	ENSG00000235410	RP11-397C18.2	14074283	14087605	12	1	0.083333333	-0.317601596	1	autosome
10	ENSG00000130643	CALY	133324071	133336935	31	6	0.193548387	0.408221088	8	autosome
10	ENSG00000214562	NUTM2D	87357882	87370695	5	0	0	-0.866394357	14	autosome
10	ENSG00000226358	KRT8P38	88727484	88728914	5	0	0	-0.866394357	1	autosome
10	ENSG00000225948	RP11-554I8.1	6618715	6625346	7	1	0.142857143	0.074393233	2	autosome
10	ENSG00000166917	MIR202HG	133246477	133247891	6	3	0.5	2.426362208	10	autosome
10	ENSG00000231345	BEND3P1	50655966	50660472	14	3	0.214285714	0.544787028	3	autosome
10	ENSG00000189275	LINC01164	131772397	131790199	16	1	0.0625	-0.454799786	3	autosome
10	ENSG00000170324	FRMPD2	48155311	48274870	21	2	0.095238095	-0.23920263	20	autosome
10	ENSG00000277758	ABC7-42404400C24.1	47750863	47763592	15	1	0.066666667	-0.427360148	4	autosome
10	ENSG00000225519	RP11-236B18.2	90994619	91006390	11	1	0.090909091	-0.267711345	1	autosome
10	ENSG00000273124	RP11-236B18.5	90997479	90997713	10	0	0	-0.866394357	1	autosome
10	ENSG00000273143	RP11-525A16.4	110428839	110496204	21	1	0.047619048	-0.552798494	1	autosome
10	ENSG00000254636	ARMS2	122454652	122457352	6	0	0	-0.866394357	1	autosome
10	ENSG00000233968	RP11-354E11.2	19710327	19728550	5	0	0	-0.866394357	6	autosome
10	ENSG00000198610	AKR1C4	5195462	5218949	15	2	0.133333333	0.01167406	10	autosome
10	ENSG00000263639	MSMB	46033306	46046269	13	4	0.307692308	1.159917375	5	autosome
10	ENSG00000236552	RPL13AP5	96750287	96750899	6	0	0	-0.866394357	2	autosome
10	ENSG00000231483	RP11-336A10.5	5608474	5610793	5	1	0.2	0.450708269	1	autosome
10	ENSG00000070748	CHAT	49609094	49665104	5	0	0	-0.866394357	18	autosome
10	ENSG00000278518	RP11-108K14.12	133526258	133527356	5	0	0	-0.866394357	1	autosome
10	ENSG00000229544	NKX1-2	124445238	124450184	17	1	0.058823529	-0.479011232	8	autosome
10	ENSG00000230306	BANF1P2	133344642	133344906	6	0	0	-0.866394357	1	autosome
10	ENSG00000215409	RP11-748L13.2	27331356	27341252	6	1	0.166666667	0.231191165	4	autosome
10	ENSG00000273225	FAM25BP	46369112	46373563	5	0	0	-0.866394357	4	autosome
10	ENSG00000264006	AKR1C8P	5154142	5185187	8	1	0.125	-0.043205216	6	autosome
10	ENSG00000178473	UCN3	5365008	5374692	9	0	0	-0.866394357	6	autosome
10	ENSG00000176236	C10orf111	15095384	15097179	7	0	0	-0.866394357	6	autosome
10	ENSG00000226762	RP11-298E9.6	3240370	3257210	6	0	0	-0.866394357	1	autosome
11	ENSG00000177951	BET1L	167783	207428	231	70	0.303030303	1.129215682	17	autosome
11	ENSG00000177963	RIC8A	207510	215113	226	38	0.168141593	0.240904311	14	autosome
11	ENSG00000142082	SIRT3	215457	236431	228	49	0.214912281	0.548913289	14	autosome
11	ENSG00000185627	PSMD13	236545	252984	267	77	0.288389513	1.032798568	17	autosome
11	ENSG00000277290	RP11-326C3.16	243098	243483	133	6	0.045112782	-0.569303539	1	autosome
11	ENSG00000174885	NLRP6	278364	285359	139	13	0.09352518	-0.250483057	12	autosome
11	ENSG00000255026	RP11-326C3.2	287304	288987	193	125	0.647668394	3.398834354	1	autosome
11	ENSG00000142102	PGGHG	289137	296107	216	188	0.87037037	4.865441145	15	autosome
11	ENSG00000185101	ANO9	418262	442011	203	21	0.103448276	-0.185134378	12	autosome
11	ENSG00000177030	DEAF1	644232	706594	259	43	0.166023166	0.226953383	16	autosome
11	ENSG00000177106	EPS8L2	694437	727727	270	141	0.522222222	2.572706944	14	autosome
11	ENSG00000177042	TMEM80	695532	705028	258	44	0.170542636	0.256716409	14	autosome
11	ENSG00000177666	PNPLA2	818901	825573	180	102	0.566666667	2.865396417	16	autosome
11	ENSG00000255108	AP006621.8	823633	832842	242	150	0.619834711	3.215535269	1	autosome
11	ENSG00000177685	CRACR2B	826143	831991	205	103	0.502439024	2.442424435	16	autosome
11	ENSG00000177697	CD151	832883	839720	204	150	0.735294118	3.975894709	17	autosome
11	ENSG00000177700	POLR2L	837355	842545	184	144	0.782608696	4.287485484	5	autosome
11	ENSG00000214063	TSPAN4	842807	867116	241	23	0.095435685	-0.237901403	10	autosome
11	ENSG00000250397	RP11-1391J7.1	856879	859795	162	6	0.037037037	-0.622486463	2	autosome
11	ENSG00000177830	CHID1	867859	915058	189	13	0.068783069	-0.413422554	17	autosome
11	ENSG00000183020	AP2A2	924893	1012245	246	46	0.18699187	0.365043058	13	autosome
11	ENSG00000117983	MUC5B	1223065	1262172	101	28	0.277227723	0.959292451	17	autosome
11	ENSG00000078902	TOLLIP	1274370	1309654	214	18	0.08411215	-0.312472692	15	autosome
11	ENSG00000255153	TOLLIP-AS1	1309768	1310707	88	1	0.011363636	-0.791558981	1	autosome
11	ENSG00000244242	IFITM10	1732409	1750591	156	86	0.551282051	2.76408083	1	autosome
11	ENSG00000117984	CTSD	1752751	1764573	184	90	0.489130435	2.354780543	13	autosome
11	ENSG00000235027	AC068580.6	1760347	1762486	77	34	0.441558442	2.041494557	1	autosome
11	ENSG00000229512	AC068580.5	1763008	1763749	35	3	0.085714286	-0.301921803	1	autosome
11	ENSG00000149043	SYT8	1828306	1837521	192	82	0.427083333	1.946168542	16	autosome
11	ENSG00000130592	LSP1	1852969	1892267	243	107	0.440329218	2.03339949	15	autosome
11	ENSG00000283787	PRR33	1888576	1891772	179	17	0.094972067	-0.240954563	1	autosome
11	ENSG00000130595	TNNT3	1919561	1938706	236	144	0.610169492	3.151884841	17	autosome
11	ENSG00000183734	ASCL2	2268494	2270952	56	4	0.071428571	-0.396000562	4	autosome
11	ENSG00000184281	TSSC4	2400487	2403878	100	6	0.06	-0.471263569	14	autosome
