CHR	GENE_ID.v2	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count	z_score
X	ENSG00000013563	ENSG00000013563.13	DNASE1L1	154402339	154412085	177	3.62186206
X	ENSG00000013619	ENSG00000013619.13	MAMLD1	150361421	150514178	220	2.680827144
X	ENSG00000015285	ENSG00000015285.10	WAS	48676595	48691427	8	0.793253178
X	ENSG00000018610	ENSG00000018610.13	CXorf56	119538148	119565408	160	3.304944343
X	ENSG00000022267	ENSG00000022267.16	FHL1	136146701	136211359	157	5.347359876
X	ENSG00000046647	ENSG00000046647.13	GEMIN8	14008278	14029893	127	0.437265453
X	ENSG00000047644	ENSG00000047644.18	WWC3	10015561	10144478	196	4.859800778
X	ENSG00000056277	ENSG00000056277.15	ZNF280C	130202710	130268899	115	-0.124060118
X	ENSG00000063587	ENSG00000063587.13	ZNF275	153334154	153360110	211	3.88029224
X	ENSG00000063601	ENSG00000063601.16	MTMR1	150692970	150765103	215	4.726288956
X	ENSG00000065923	ENSG00000065923.9	SLC9A7	46599251	46759172	174	2.66018071
X	ENSG00000068400	ENSG00000068400.13	GRIPAP1	48973722	49002264	169	5.301416807
X	ENSG00000072501	ENSG00000072501.17	SMC1A	53374148	53422689	150	0.32440416
X	ENSG00000073464	ENSG00000073464.11	CLCN4	10156944	10237660	170	1.246342564
X	ENSG00000076716	ENSG00000076716.8	GPC4	133300102	133415490	158	3.569890668
X	ENSG00000077713	ENSG00000077713.18	SLC25A43	119399059	119454478	213	4.307262413
X	ENSG00000080561	ENSG00000080561.13	MID2	107825754	107927193	73	1.412574287
X	ENSG00000082458	ENSG00000082458.11	DLG3	70444860	70505490	177	4.719248784
X	ENSG00000085185	ENSG00000085185.15	BCORL1	129981106	130058083	117	1.35140677
X	ENSG00000085224	ENSG00000085224.21	ATRX	77504877	77786269	161	2.280507159
X	ENSG00000086758	ENSG00000086758.15	HUWE1	53532095	53686729	173	2.525787738
X	ENSG00000089472	ENSG00000089472.16	HEPH	66162548	66268867	129	3.999391254
X	ENSG00000089820	ENSG00000089820.15	ARHGAP4	153907366	153928419	169	3.67649629
X	ENSG00000101844	ENSG00000101844.17	ATG4A	108091667	108154671	40	4.644512964
X	ENSG00000101849	ENSG00000101849.15	TBL1X	9463294	9719743	217	4.365950595
X	ENSG00000101888	ENSG00000101888.11	NXT2	109535780	109544690	166	2.306320145
X	ENSG00000101911	ENSG00000101911.12	PRPS2	12791354	12824222	129	3.635942403
X	ENSG00000101938	ENSG00000101938.14	CHRDL1	110673855	110795819	120	5.258481916
X	ENSG00000101940	ENSG00000101940.17	WDR13	48590041	48608867	160	2.007237241
X	ENSG00000101945	ENSG00000101945.16	SUV39H1	48695553	48709012	120	1.853745003
X	ENSG00000101955	ENSG00000101955.14	SRPX	38149335	38220924	120	5.202666556
X	ENSG00000101966	ENSG00000101966.12	XIAP	123859723	123913979	223	4.825474869
X	ENSG00000101986	ENSG00000101986.11	ABCD1	153724867	153744762	173	3.454968285
X	ENSG00000102024	ENSG00000102024.17	PLS3	115561173	115650861	154	3.598518635
X	ENSG00000102034	ENSG00000102034.16	ELF4	130064873	130110716	201	4.617021817
X	ENSG00000102078	ENSG00000102078.15	SLC25A14	130339887	130373361	143	1.085991076
X	ENSG00000102081	ENSG00000102081.13	FMR1	147911950	147951125	145	4.477066886
X	ENSG00000102100	ENSG00000102100.15	SLC35A2	48903179	48911958	66	2.366231483
X	ENSG00000102144	ENSG00000102144.13	PGK1	78065187	78129296	142	1.713027407
X	ENSG00000102172	ENSG00000102172.15	SMS	21940572	21994835	101	2.102979924
X	ENSG00000102181	ENSG00000102181.20	CD99L2	150766336	150898816	226	5.520270769
X	ENSG00000102317	ENSG00000102317.17	RBM3	48574448	48579066	191	4.589282059
X	ENSG00000123130	ENSG00000123130.16	ACOT9	23702252	23766475	214	3.124978932
X	ENSG00000123560	ENSG00000123560.13	PLP1	103773717	103792619	131	4.027135441
X	ENSG00000123562	ENSG00000123562.16	MORF4L2	103675495	103686818	123	5.816635508
X	ENSG00000123570	ENSG00000123570.3	RAB9B	103822321	103832228	120	1.574668207
X	ENSG00000123575	ENSG00000123575.8	FAM199X	104166619	104195902	214	3.469260587
X	ENSG00000124333	ENSG00000124333.15	VAMP7	155881292	155943769	122	3.126518194
X	ENSG00000124486	ENSG00000124486.12	USP9X	41085634	41236579	193	2.276842778
X	ENSG00000125354	ENSG00000125354.22	6-Sep	119615723	119693370	139	3.021852053
X	ENSG00000126016	ENSG00000126016.15	AMOT	112774502	112840815	119	0.919893068
X	ENSG00000126768	ENSG00000126768.12	TIMM17B	48893446	48897821	150	5.682678646
X	ENSG00000129680	ENSG00000129680.15	MAP7D3	136213219	136256482	158	3.442716432
X	ENSG00000129682	ENSG00000129682.15	FGF13	138614730	139222777	47	2.111445704
X	ENSG00000130021	ENSG00000130021.13	PUDP	7048919	7148190	210	0.203205094
X	ENSG00000130741	ENSG00000130741.10	EIF2S3	24054715	24077971	159	4.889889921
X	ENSG00000130827	ENSG00000130827.6	PLXNA3	154458280	154477768	182	3.71895937
X	ENSG00000130988	ENSG00000130988.12	RGN	47078354	47093314	111	3.463339281
X	ENSG00000131080	ENSG00000131080.14	EDA2R	66595636	66639298	110	1.858819126
X	ENSG00000131089	ENSG00000131089.15	ARHGEF9	63634966	63809274	17	4.240672424
X	ENSG00000131171	ENSG00000131171.12	SH3BGRL	81201942	81298547	137	5.718856776
X	ENSG00000131174	ENSG00000131174.4	COX7B	77899437	77907373	14	2.467713954
X	ENSG00000131263	ENSG00000131263.12	RLIM	74585216	74614617	110	3.563724645
X	ENSG00000131828	ENSG00000131828.13	PDHA1	19343892	19361705	91	4.859800778
X	ENSG00000147010	ENSG00000147010.17	SH3KBP1	19533974	19887601	32	3.723559537
X	ENSG00000147119	ENSG00000147119.3	CHST7	46573783	46598408	141	1.35140677
X	ENSG00000147124	ENSG00000147124.12	ZNF41	47445878	47482946	144	1.30489397
X	ENSG00000147164	ENSG00000147164.11	SNX12	71056331	71073426	171	5.659960815
X	ENSG00000147202	ENSG00000147202.17	DIAPH2	96684662	97604997	82	1.650903819
X	ENSG00000155659	ENSG00000155659.14	VSIG4	66021737	66040125	113	0.482070201
X	ENSG00000156298	ENSG00000156298.12	TSPAN7	38561369	38688913	135	5.717408203
X	ENSG00000156504	ENSG00000156504.16	FAM122B	134769565	134797232	45	4.774748802
X	ENSG00000156697	ENSG00000156697.12	UTP14A	129906120	129929757	66	4.192915967
X	ENSG00000156709	ENSG00000156709.13	AIFM1	130129361	130165887	136	4.634663195
X	ENSG00000157502	ENSG00000157502.13	MUM1L1	106168304	106208956	36	3.397969941
X	ENSG00000157625	ENSG00000157625.15	TAB3	30827441	30975084	174	2.082780442
X	ENSG00000160131	ENSG00000160131.13	VMA21	151396514	151409364	163	2.611532671
X	ENSG00000160219	ENSG00000160219.11	GAB3	154675248	154751583	147	2.171550824
X	ENSG00000165169	ENSG00000165169.10	DYNLT3	37836756	37847637	147	4.996491454
X	ENSG00000165240	ENSG00000165240.18	ATP7A	77910655	78050395	153	1.657844036
X	ENSG00000165288	ENSG00000165288.10	BRWD3	80670853	80809688	131	1.930863934
X	ENSG00000166432	ENSG00000166432.14	ZMAT1	101882287	101932031	235	3.451014325
X	ENSG00000169188	ENSG00000169188.4	APEX2	55000356	55009054	132	2.772161368
X	ENSG00000169239	ENSG00000169239.12	CA5B	15721496	15788409	173	-0.029458765
X	ENSG00000169895	ENSG00000169895.5	SYAP1	16719631	16765336	131	0.601521028
X	ENSG00000171004	ENSG00000171004.18	HS6ST2	132626015	132961395	84	1.191934315
X	ENSG00000173681	ENSG00000173681.16	CXorf23	19912859	19970298	101	1.970349367
X	ENSG00000174010	ENSG00000174010.9	KLHL15	23983719	24027186	132	1.148441827
X	ENSG00000176896	ENSG00000176896.8	TCEANC	13653188	13681964	130	-0.417510769
X	ENSG00000177485	ENSG00000177485.6	ZBTB33	120250751	120258398	184	4.10577341
X	ENSG00000179222	ENSG00000179222.17	MAGED1	51803006	51902357	130	4.167935666
X	ENSG00000180182	ENSG00000180182.10	MED14	40648305	40735858	191	3.572332058
X	ENSG00000181191	ENSG00000181191.11	PJA1	69160850	69165793	164	4.836463346
X	ENSG00000182220	ENSG00000182220.14	ATP6AP2	40579371	40606848	56	5.816635508
X	ENSG00000182916	ENSG00000182916.7	TCEAL7	103330195	103332326	137	1.954375614
X	ENSG00000183337	ENSG00000183337.16	BCOR	40049814	40177329	136	1.58123472
X	ENSG00000183943	ENSG00000183943.5	PRKX	3604369	3713608	203	0.834496054
X	ENSG00000184634	ENSG00000184634.15	MED12	71118555	71142454	130	4.322501276
X	ENSG00000184831	ENSG00000184831.13	APOO	23833352	23907800	144	5.072430718
X	ENSG00000184905	ENSG00000184905.8	TCEAL2	102125687	102127711	145	3.830378586
X	ENSG00000185753	ENSG00000185753.12	CXorf38	40626920	40647554	198	3.550193648
X	ENSG00000185985	ENSG00000185985.8	SLITRK2	145817831	145825842	82	-0.064397464
X	ENSG00000186310	ENSG00000186310.9	NAP1L3	93670929	93673568	152	1.498289294
X	ENSG00000186376	ENSG00000186376.14	ZNF75D	135248919	135344087	206	3.703238411
X	ENSG00000187325	ENSG00000187325.4	TAF9B	78129747	78139706	110	4.964182749
X	ENSG00000188153	ENSG00000188153.12	COL4A5	108439843	108697545	38	4.230304246
X	ENSG00000188706	ENSG00000188706.12	ZDHHC9	129803287	129843909	109	4.649121572
X	ENSG00000188917	ENSG00000188917.14	TRMT2B	101009345	101052116	187	3.381056196
X	ENSG00000196368	ENSG00000196368.4	NUDT11	51490010	51496596	12	1.35140677
X	ENSG00000196459	ENSG00000196459.13	TRAPPC2	13712243	13734635	153	2.708486092
X	ENSG00000196924	ENSG00000196924.14	FLNA	154348523	154374638	120	5.816635508
X	ENSG00000197565	ENSG00000197565.15	COL4A6	108155606	108439497	212	3.573489939
X	ENSG00000198223	ENSG00000198223.16	CSF2RA	1268799	1310381	212	0.856440377
X	ENSG00000198753	ENSG00000198753.11	PLXNB3	153764195	153778599	168	3.544153025
X	ENSG00000198932	ENSG00000198932.12	GPRASP1	102651365	102659083	76	3.877786187
X	ENSG00000198947	ENSG00000198947.15	DMD	31097676	33339441	254	2.86325587
X	ENSG00000203950	ENSG00000203950.6	FAM127B	135050931	135052196	102	5.356979608
X	ENSG00000205542	ENSG00000205542.10	TMSB4X	12975107	12977227	203	5.387709595
X	ENSG00000212747	ENSG00000212747.4	FAM127C	135020503	135022529	206	4.906249066
X	ENSG00000215301	ENSG00000215301.9	DDX3X	41333347	41364472	198	3.042781292
X	ENSG00000235961	ENSG00000235961.5	PNMA6A	153072481	153075018	121	1.00083096
1	ENSG00000187634	ENSG00000187634.11	SAMD11	923927	944203	393	-0.472179013
1	ENSG00000187642	ENSG00000187642.9	PERM1	975203	982093	473	1.894219988
1	ENSG00000187608	ENSG00000187608.8	ISG15	1001137	1014541	488	1.259906181
1	ENSG00000237330	ENSG00000237330.2	RNF223	1070965	1074307	218	-0.758311395
1	ENSG00000186827	ENSG00000186827.10	TNFRSF4	1211325	1214132	331	-0.55744479
1	ENSG00000184163	ENSG00000184163.3	C1QTNF12	1242452	1246722	193	0.021092508
1	ENSG00000160087	ENSG00000160087.20	UBE2J2	1253908	1273885	281	-0.571342972
1	ENSG00000131584	ENSG00000131584.18	ACAP3	1292375	1308018	321	0.016011259
1	ENSG00000127054	ENSG00000127054.20	INTS11	1311677	1324691	343	0.251372285
1	ENSG00000175756	ENSG00000175756.13	AURKAIP1	1373729	1375495	282	-0.026163798
1	ENSG00000242485	ENSG00000242485.5	MRPL20	1402046	1407313	376	-0.418058874
1	ENSG00000179403	ENSG00000179403.11	VWA1	1434860	1442882	332	0.147677938
1	ENSG00000160075	ENSG00000160075.11	SSU72	1541672	1574869	401	0.120963439
1	ENSG00000228594	ENSG00000228594.3	FNDC10	1598011	1600096	275	-0.662005461
1	ENSG00000197530	ENSG00000197530.12	MIB2	1615878	1630610	637	-0.113636882
1	ENSG00000116237	ENSG00000116237.15	ICMT	6221299	6235972	207	0.99548274
1	ENSG00000069812	ENSG00000069812.11	HES2	6412417	6424670	256	0.034513138
1	ENSG00000187017	ENSG00000187017.15	ESPN	6424787	6460980	372	0.793253178
1	ENSG00000180758	ENSG00000180758.11	GPR157	9100304	9129170	559	-0.102388633
1	ENSG00000049239	ENSG00000049239.12	H6PD	9234774	9271337	751	1.928140708
1	ENSG00000130939	ENSG00000130939.18	UBE4B	10032831	10181239	480	-0.546315444
1	ENSG00000054523	ENSG00000054523.17	KIF1B	10210804	10381603	549	0.497401273
1	ENSG00000142657	ENSG00000142657.20	PGD	10398591	10420144	506	1.845582282
1	ENSG00000175279	ENSG00000175279.21	CENPS	10430782	10442809	468	-0.709468032
1	ENSG00000160049	ENSG00000160049.11	DFFA	10456521	10472526	448	-0.627048374
1	ENSG00000175262	ENSG00000175262.14	C1orf127	10946472	10982037	204	0.399262407
1	ENSG00000116661	ENSG00000116661.9	FBXO2	11648366	11655785	515	0.302294775
1	ENSG00000083444	ENSG00000083444.16	PLOD1	11934204	11975538	516	0.481725591
1	ENSG00000048707	ENSG00000048707.13	VPS13D	12230066	12512047	449	-0.388938507
1	ENSG00000116809	ENSG00000116809.11	ZBTB17	15941868	15976132	606	-0.549631208
1	ENSG00000186510	ENSG00000186510.11	CLCNKA	16018874	16034050	545	2.842547376
1	ENSG00000142627	ENSG00000142627.12	EPHA2	16124336	16156087	527	0.402439751
1	ENSG00000058453	ENSG00000058453.16	CROCC	16921949	16972979	608	0.176346576
1	ENSG00000117118	ENSG00000117118.9	SDHB	17018721	17054170	513	-0.502577092
1	ENSG00000162482	ENSG00000162482.4	AKR7A3	19282557	19289250	581	0.421471009
1	ENSG00000040487	ENSG00000040487.12	PQLC2	19312325	19329300	571	-0.494116842
1	ENSG00000188257	ENSG00000188257.10	PLA2G2A	19975430	19980416	533	3.718061776
1	ENSG00000090432	ENSG00000090432.6	MUL1	20499447	20508161	492	-0.336667509
1	ENSG00000158828	ENSG00000158828.7	PINK1	20633454	20645723	663	0.250253076
1	ENSG00000117245	ENSG00000117245.12	KIF17	20664013	20718017	670	-0.431352465
1	ENSG00000127483	ENSG00000127483.17	HP1BP3	20742660	20787323	383	-0.478987256
1	ENSG00000076864	ENSG00000076864.19	RAP1GAP	21596214	21669363	714	1.060604058
1	ENSG00000004487	ENSG00000004487.15	KDM1A	23019447	23083689	589	-0.551432642
1	ENSG00000088280	ENSG00000088280.18	ASAP3	23428562	23484568	539	0.361434907
1	ENSG00000011009	ENSG00000011009.10	LYPLA2	23790969	23795539	134	-0.731255888
1	ENSG00000142677	ENSG00000142677.3	IL22RA1	24119770	24143121	567	0.512699785
1	ENSG00000001460	ENSG00000001460.17	STPG1	24356998	24416934	628	-0.198624862
1	ENSG00000133226	ENSG00000133226.16	SRRM1	24631715	24673267	260	-0.726641989
1	ENSG00000020633	ENSG00000020633.18	RUNX3	24899510	24965121	398	-0.712920084
1	ENSG00000236782	ENSG00000236782.6	RP11-96L14.7	26169515	26171821	592	-0.304197467
1	ENSG00000142684	ENSG00000142684.8	ZNF593	26170813	26170873	320	-0.650969242
1	ENSG00000142675	ENSG00000142675.17	CNKSR1	26177402	26189886	566	-0.301358991
1	ENSG00000175707	ENSG00000175707.8	KDF1	26949561	26960406	347	-0.803999033
1	ENSG00000158246	ENSG00000158246.7	FAM46B	27005019	27012836	241	-0.714456319
1	ENSG00000126705	ENSG00000126705.13	AHDC1	27534034	27604431	361	-0.732778943
1	ENSG00000009780	ENSG00000009780.15	FAM76A	27725978	27763122	153	-0.487216828
1	ENSG00000130775	ENSG00000130775.15	THEMIS2	27872542	27886685	678	0.432676078
1	ENSG00000198492	ENSG00000198492.15	YTHDF2	28736620	28769775	457	-0.676022034
1	ENSG00000060656	ENSG00000060656.19	PTPRU	29236515	29326813	669	-0.050234538
1	ENSG00000162512	ENSG00000162512.15	SDC3	30869466	30908761	709	0.979829202
1	ENSG00000134644	ENSG00000134644.15	PUM1	30931505	31065991	669	-0.55082072
1	ENSG00000121769	ENSG00000121769.7	FABP3	31365624	31376850	268	-0.306392706
1	ENSG00000121764	ENSG00000121764.11	HCRTR1	31617685	31632494	452	-0.451478727
1	ENSG00000162517	ENSG00000162517.12	PEF1	31629861	31644896	456	-0.455248279
1	ENSG00000121775	ENSG00000121775.17	TMEM39B	32072030	32102866	114	-0.64619556
1	ENSG00000084652	ENSG00000084652.15	TXLNA	32179685	32198285	125	-0.66687662
1	ENSG00000160051	ENSG00000160051.11	IQCC	32205758	32208687	199	-0.645605078
1	ENSG00000160055	ENSG00000160055.19	TMEM234	32214476	32222357	88	-0.728983892
1	ENSG00000084623	ENSG00000084623.11	EIF3I	32222018	32231604	145	-0.049751214
1	ENSG00000160062	ENSG00000160062.14	ZBTB8A	32539426	32605939	349	-0.554951631
1	ENSG00000176261	ENSG00000176261.15	ZBTB8OS	32620819	32650903	253	-0.484102277
1	ENSG00000162521	ENSG00000162521.18	RBBP4	32651141	32686211	357	-0.262079245
1	ENSG00000162522	ENSG00000162522.10	KIAA1522	32741884	32774970	540	-0.484298378
1	ENSG00000116514	ENSG00000116514.16	RNF19B	32936444	32964685	361	-0.157617901
1	ENSG00000142920	ENSG00000142920.16	AZIN2	33081103	33120530	314	-0.582577652
1	ENSG00000116525	ENSG00000116525.13	TRIM62	33145401	33182059	349	-0.516568576
1	ENSG00000121903	ENSG00000121903.14	ZSCAN20	33472644	33496507	348	-0.727234194
1	ENSG00000054116	ENSG00000054116.11	TRAPPC3	36136569	36155964	351	-0.327824551
1	ENSG00000054118	ENSG00000054118.13	THRAP3	36224415	36305357	522	-0.470611853
1	ENSG00000214193	ENSG00000214193.10	SH3D21	36306386	36324886	534	-0.153726513
1	ENSG00000142694	ENSG00000142694.6	EVA1B	36322030	36323615	369	-0.427424191
1	ENSG00000134697	ENSG00000134697.12	GNL2	37566857	37595935	541	-0.398368632
1	ENSG00000116922	ENSG00000116922.14	C1orf109	37681569	37692249	653	-0.388869974
1	ENSG00000134690	ENSG00000134690.10	CDCA8	37692417	37709719	560	-0.749642824
1	ENSG00000043514	ENSG00000043514.15	TRIT1	39841021	39883511	654	-0.164313077
1	ENSG00000116990	ENSG00000116990.10	MYCL	39895425	39902256	472	0.537826957
1	ENSG00000168389	ENSG00000168389.17	MFSD2A	39955111	39969968	489	-0.401811876
1	ENSG00000131236	ENSG00000131236.16	CAP1	40040232	40072649	412	-0.117133264
1	ENSG00000131238	ENSG00000131238.16	PPT1	40072704	40097703	421	2.809765324
1	ENSG00000117000	ENSG00000117000.8	RLF	40161372	40240921	267	-0.454753169
1	ENSG00000084073	ENSG00000084073.8	ZMPSTE24	40258106	40294184	332	-0.618942658
1	ENSG00000177868	ENSG00000177868.11	SVBP	42807051	42816804	217	-0.634282508
1	ENSG00000164011	ENSG00000164011.17	ZNF691	42846572	42852477	266	-0.629408986
1	ENSG00000253313	ENSG00000253313.5	C1orf210	43281882	43285617	432	-0.741669201
1	ENSG00000066322	ENSG00000066322.14	ELOVL1	43363396	43368074	306	-0.771765718
1	ENSG00000142937	ENSG00000142937.11	RPS8	44775250	44778779	324	-0.674484047
1	ENSG00000222009	ENSG00000222009.8	BTBD19	44808481	44814129	497	-0.598200144
1	ENSG00000117425	ENSG00000117425.13	PTCH2	44819843	44843063	446	-0.460715207
1	ENSG00000070785	ENSG00000070785.16	EIF2B3	44850521	44986722	509	-0.381172161
1	ENSG00000280670	ENSG00000280670.2	CCDC163	45493865	45500052	366	-0.405404537
1	ENSG00000117450	ENSG00000117450.13	PRDX1	45514506	45523047	479	-0.503667382
1	ENSG00000132780	ENSG00000132780.16	NASP	45583845	45618904	560	-0.378869366
1	ENSG00000159588	ENSG00000159588.14	CCDC17	45620043	45624057	510	-0.303354468
1	ENSG00000159592	ENSG00000159592.10	GPBP1L1	45627303	45687146	594	-0.294864432
1	ENSG00000197429	ENSG00000197429.10	IPP	45694443	45750650	552	-0.505060613
1	ENSG00000117461	ENSG00000117461.14	PIK3R3	46040139	46133036	530	-0.249335608
1	ENSG00000078618	ENSG00000078618.21	NRDC	51789190	51878937	601	-0.089948264
1	ENSG00000169213	ENSG00000169213.6	RAB3B	51907955	51990764	461	-0.300049846
1	ENSG00000182183	ENSG00000182183.14	FAM159A	52633343	52669683	43	-0.881207599
1	ENSG00000121310	ENSG00000121310.16	ECHDC2	52895909	52927212	390	-0.091205592
1	ENSG00000116221	ENSG00000116221.15	MRPL37	54184040	54225431	698	0.318262871
1	ENSG00000162391	ENSG00000162391.11	FAM151A	54610411	54623556	328	-0.738265826
1	ENSG00000162407	ENSG00000162407.8	PLPP3	56494746	56645301	720	2.160729479
1	ENSG00000162600	ENSG00000162600.11	OMA1	58415383	58546802	702	0.263722846
1	ENSG00000184292	ENSG00000184292.6	TACSTD2	58575422	58577773	506	3.791398363
1	ENSG00000132854	ENSG00000132854.18	KANK4	62236978	62319414	593	-0.158337517
1	ENSG00000125703	ENSG00000125703.14	ATG4C	62784134	62865513	540	-0.248633528
1	ENSG00000158966	ENSG00000158966.13	CACHD1	64470791	64693058	574	-0.636164559
1	ENSG00000162434	ENSG00000162434.11	JAK1	64833232	64966504	647	0.443868008
1	ENSG00000118454	ENSG00000118454.12	ANKRD13C	70260587	70354734	454	-0.630407307
1	ENSG00000116783	ENSG00000116783.14	TNNI3K	74235400	74544428	605	-0.427304182
1	ENSG00000116791	ENSG00000116791.13	CRYZ	74705481	74733151	669	2.813118419
1	ENSG00000162623	ENSG00000162623.15	TYW3	74733408	74766678	592	-0.021349363
1	ENSG00000117069	ENSG00000117069.14	ST6GALNAC5	76867440	77065711	473	-0.668802427
1	ENSG00000180488	ENSG00000180488.14	MIGA1	77779623	77879539	173	-0.687628319
1	ENSG00000162616	ENSG00000162616.8	DNAJB4	77979174	78017964	367	-0.424951257
1	ENSG00000137965	ENSG00000137965.10	IFI44	78649795	78664078	594	-0.13700281
1	ENSG00000117114	ENSG00000117114.19	ADGRL2	81306159	81992436	710	-0.249157616
1	ENSG00000203943	ENSG00000203943.8	SAMD13	84298365	84389957	226	-0.703388756
1	ENSG00000142871	ENSG00000142871.16	CYR61	85580760	85583962	547	0.208569433
1	ENSG00000122417	ENSG00000122417.15	ODF2L	86346823	86396342	628	1.091883125
1	ENSG00000097033	ENSG00000097033.14	SH3GLB1	86704569	86748184	372	0.145074812
1	ENSG00000197147	ENSG00000197147.13	LRRC8B	89524835	89597864	612	0.574369416
1	ENSG00000122482	ENSG00000122482.20	ZNF644	90915297	91022272	454	-0.438618848
1	ENSG00000097046	ENSG00000097046.12	CDC7	91500892	91525764	535	-0.230202288
1	ENSG00000174842	ENSG00000174842.16	GLMN	92246401	92298964	506	-0.470865433
1	ENSG00000122484	ENSG00000122484.8	RPAP2	92298987	92402056	571	-0.494116842
1	ENSG00000162676	ENSG00000162676.11	GFI1	92474761	92486876	368	-0.517194387
1	ENSG00000067208	ENSG00000067208.14	EVI5	92508695	92792404	438	-0.05544612
1	ENSG00000122406	ENSG00000122406.12	RPL5	92832024	92841924	406	-0.353298783
1	ENSG00000154511	ENSG00000154511.11	FAM69A	92832736	92961522	419	-0.289751287
1	ENSG00000152078	ENSG00000152078.9	TMEM56	95117337	95197607	576	0.235099585
1	ENSG00000122481	ENSG00000122481.16	RWDD3	95234154	95247225	513	-0.358958624
1	ENSG00000156869	ENSG00000156869.12	FRRS1	99708702	99765793	424	-0.059774011
1	ENSG00000117620	ENSG00000117620.14	SLC35A3	99969864	100035637	269	-0.184034339
1	ENSG00000156876	ENSG00000156876.9	SASS6	100083562	100132955	263	-0.728405095
1	ENSG00000137996	ENSG00000137996.12	RTCA	100266206	100292769	238	0.413333505
1	ENSG00000181656	ENSG00000181656.6	GPR88	100538136	100542018	339	-0.426781666
1	ENSG00000162694	ENSG00000162694.13	EXTL2	100872371	100895998	610	-0.485925055
1	ENSG00000162695	ENSG00000162695.11	SLC30A7	100896075	100981753	399	-0.377610373
1	ENSG00000117543	ENSG00000117543.20	DPH5	100989622	101026088	366	-0.643306068
1	ENSG00000060718	ENSG00000060718.20	COL11A1	102876466	103108496	441	0.39457204
1	ENSG00000240038	ENSG00000240038.6	AMY2B	103561756	103579534	421	-0.149376761
1	ENSG00000134215	ENSG00000134215.15	VAV3	107571159	107965144	743	-0.241171448
1	ENSG00000085491	ENSG00000085491.15	SLC25A24	108134035	108199925	679	0.618162286
1	ENSG00000162641	ENSG00000162641.18	AKNAD1	108815897	108858157	370	-0.663980255
1	ENSG00000085433	ENSG00000085433.15	WDR47	108970213	109042113	565	-0.430733196
1	ENSG00000197780	ENSG00000197780.9	TAF13	109062485	109076002	453	-0.378499728
1	ENSG00000134222	ENSG00000134222.16	PSRC1	109279555	109283186	278	0.106603794
1	ENSG00000143093	ENSG00000143093.14	STRIP1	110031576	110054641	408	-0.634963367
1	ENSG00000197106	ENSG00000197106.6	SLC6A17	110150485	110202202	495	-0.461746718
1	ENSG00000134255	ENSG00000134255.13	CEPT1	111140225	111185102	601	-0.279404724
1	ENSG00000173947	ENSG00000173947.13	PIFO	111346287	111353013	580	-0.453931401
1	ENSG00000085465	ENSG00000085465.12	OVGP1	111414313	111427777	576	-0.253284808
1	ENSG00000116455	ENSG00000116455.13	WDR77	111439889	111448863	397	-0.526913631
1	ENSG00000116459	ENSG00000116459.10	ATP5F1	111448891	111462773	488	-0.373379331
1	ENSG00000143110	ENSG00000143110.11	C1orf162	111473791	111478512	521	0.13439625
1	ENSG00000064703	ENSG00000064703.11	DDX20	111755537	111768016	490	-0.389121167
1	ENSG00000143079	ENSG00000143079.14	CTTNBP2NL	112396180	112463456	451	-0.420823705
1	ENSG00000081019	ENSG00000081019.13	RSBN1	113761831	113812378	401	-0.63066484
1	ENSG00000134242	ENSG00000134242.15	PTPN22	113813810	113871759	456	-0.734325075
1	ENSG00000118655	ENSG00000118655.4	DCLRE1B	113905201	113914086	431	-0.66364425
1	ENSG00000163349	ENSG00000163349.21	HIPK1	113929318	113977869	545	-0.377333164
1	ENSG00000213281	ENSG00000213281.4	NRAS	114704468	114716894	291	-0.605007883
1	ENSG00000134200	ENSG00000134200.3	TSHB	115029823	115034309	145	-0.557863449
1	ENSG00000134256	ENSG00000134256.12	CD101	117001749	117036476	365	-0.440801477
1	ENSG00000198162	ENSG00000198162.12	MAN1A2	117367448	117528872	698	-0.055971916
1	ENSG00000196505	ENSG00000196505.10	GDAP2	117863484	117929630	412	-0.637354088
1	ENSG00000155761	ENSG00000155761.13	SPAG17	117953860	118185223	356	-0.448481781
1	ENSG00000134240	ENSG00000134240.11	HMGCS2	119747995	119768905	278	0.106603794
1	ENSG00000266338	ENSG00000266338.6	NBPF15	144421385	144461674	162	0.193754875
1	ENSG00000186141	ENSG00000186141.8	POLR3C	145824087	145842505	394	-0.711211581
1	ENSG00000186364	ENSG00000186364.11	NUDT17	145845628	145848521	324	-0.612466981
1	ENSG00000265107	ENSG00000265107.2	GJA5	147756198	147773362	598	0.418039559
1	ENSG00000271383	ENSG00000271383.6	NBPF19	149390622	149556361	95	3.137498265
1	ENSG00000143418	ENSG00000143418.19	CERS2	150963851	150975004	498	-0.006991129
1	ENSG00000143390	ENSG00000143390.17	RFX5	151340639	151347357	535	-0.417992282
1	ENSG00000159377	ENSG00000159377.10	PSMB4	151399533	151401944	290	1.890313686
1	ENSG00000143442	ENSG00000143442.21	POGZ	151402723	151459465	373	-0.504117237
1	ENSG00000196407	ENSG00000196407.11	THEM5	151847262	151853697	421	-0.085739297
1	ENSG00000159445	ENSG00000159445.12	THEM4	151873583	151909808	586	-0.206851382
1	ENSG00000197747	ENSG00000197747.8	S100A10	151982914	151994390	464	-0.477027412
