CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count_male	z_score_male	total_sample_count_female	z_score_female
12	ENSG00000188906.14	LRRK2	40196743	40369285	515	1.2391870208451812	254	1.026292487418427
21	ENSG00000188992.11	LIPI	14108812	14210891	448	1.9522410386358189	218	2.0940656738577648
16	ENSG00000189067.12	LITAF	11547721	11636381	499	3.072797523852917	255	2.697530395629671
7	ENSG00000189143.9	CLDN4	73799541	73832693	245	3.7698289164174974	105	3.9002627655574815
2	ENSG00000189223.14	PAX8-AS1	113211521	113276581	475	5.403823884582041	229	4.712599298851075
2	ENSG00000189292.15	ALKAL2	279557	288851	378	2.0033697741231107	195	1.1261455130694344
22	ENSG00000189306.10	RRP7A	42509967	42519802	255	1.6455747753359178	128	0.8828825681297898
1	ENSG00000189337.16	KAZN	13892791	15118043	548	1.5338898747512657	278	1.6209397388166142
2	ENSG00000189350.12	TOGARAM2	28956610	29061373	497	3.1913525089980093	241	2.467350878863709
12	ENSG00000196091.13	MYBPC1	101568352	101686018	384	2.071340916594452	186	1.682836531983866
14	ENSG00000196136.17	SERPINA3	94612376	94624055	395	3.222114363406489	199	3.104769339395036
10	ENSG00000196139.13	AKR1C3	5035353	5107686	463	4.483470066725227	213	4.080469965890568
11	ENSG00000196167.9	COLCA1	111290786	111305045	410	1.2603790203124892	205	1.0931973548214322
10	ENSG00000196177.12	ACADSB	123008978	123058311	477	1.5944306848715908	243	1.3287766862946482
7	ENSG00000196247.11	ZNF107	64666082	64711582	390	2.6782505744158205	206	2.554236249286941
6	ENSG00000196260.4	SFTA2	30931352	30955636	261	2.0046972544765342	121	1.1473575918092642
1	ENSG00000196352.14	CD55	207321507	207386804	375	2.4148249646271487	193	2.443423122775316
14	ENSG00000196405.12	EVL	99971448	100143956	479	1.219366528650287	231	1.043689537817616
16	ENSG00000196502.11	SULT1A1	28605195	28623625	430	2.4617518273235435	207	2.346827025203935
4	ENSG00000196526.10	AFAP1	7758713	7872313	504	2.1958544253693866	248	2.1077083468109272
15	ENSG00000196547.14	MAN2A2	90902217	90922584	329	1.8198950427224063	170	1.4191660821941308
16	ENSG00000196557.12	CACNA1H	1153120	1221650	500	4.345369022766788	262	3.8842238931584285
20	ENSG00000196562.14	SULF2	47656911	47786616	530	1.5761264840738318	270	1.79220168431898
22	ENSG00000196576.14	PLXNB2	50274978	50307627	501	0.9074751249916236	257	1.0810725607891178
11	ENSG00000196655.11	TRAPPC4	119018690	119025454	264	1.8611936112707488	128	1.1915784960900764
9	ENSG00000196730.12	DAPK1	87497227	87708633	526	0.7928389256009095	270	0.840960898900615
9	ENSG00000196739.14	COL27A1	114155559	114312511	544	2.167194026930144	275	2.318599265806905
5	ENSG00000196743.8	GM2A	151212149	151270440	473	2.04642448046953	222	1.9220661574495537
20	ENSG00000196756.11	SNHG17	38420587	38435353	359	1.590734154069815	166	1.1568657009780765
1	ENSG00000196878.14	LAMB3	209614869	209652466	455	1.1724283412045755	242	0.9568675425996108
5	ENSG00000197043.13	ANXA6	151100711	151157882	516	1.1080923264660176	259	1.2185943559373087
22	ENSG00000197077.13	KIAA1671	24952729	25197448	509	1.1646056160401286	260	0.8812995120889678
6	ENSG00000197081.12	IGF2R	159969098	160113507	491	2.1746850339899586	244	2.0215150892947817
5	ENSG00000197208.5	SLC22A4	132294442	132344206	384	2.052393208737397	206	1.7230549804747772
14	ENSG00000197249.13	SERPINA1	94376746	94390693	443	2.6416540916869446	228	2.570781355514983
19	ENSG00000197256.10	KANK2	11164266	11197548	472	2.3764311278521206	238	2.0389790826477263
10	ENSG00000197321.14	SVIL	29457337	29736781	544	3.9192997181825415	277	3.3654516253603504
5	ENSG00000197375.12	SLC22A5	132369751	132395614	427	0.9860410599952572	213	0.8031723519898096
21	ENSG00000197381.15	ADARB1	45074568	45226560	467	2.1313081804332694	231	1.8419335535533068
20	ENSG00000197586.12	ENTPD6	25195692	25226447	445	1.4320580272330432	215	1.2777261969162033
14	ENSG00000197616.11	MYH6	23381989	23408277	234	2.24915786725297	123	1.4893989577536593
4	ENSG00000197712.11	FAM114A1	38867676	38945739	502	1.5995354420661851	256	1.603173066703792
10	ENSG00000197746.13	PSAP	71816297	71851375	437	1.4918098794836971	222	1.0024674771594504
19	ENSG00000197766.7	CFD	859642	863630	315	4.4132776077264735	163	3.0929939051215354
9	ENSG00000197859.9	ADAMTSL2	133532163	133575519	498	2.189592876473424	256	2.040492297980865
10	ENSG00000197893.13	NRAP	113589665	113664127	413	1.9139785971036551	185	1.8034082632185728
2	ENSG00000197927.12	C2orf27A	131722374	131767404	412	2.3093829939442525	186	1.541212593708179
1	ENSG00000197965.11	MPZL1	167721191	167791919	475	1.926700098300384	235	1.8238578152030611
9	ENSG00000197969.11	VPS13A	77177352	77421541	442	2.8143311260480286	231	2.2980729911165585
18	ENSG00000197971.14	MBP	76979197	77133683	547	2.8286257231226815	277	2.0103099343866733
20	ENSG00000198053.11	SIRPA	1894374	1940592	515	1.1402910233310757	262	1.2198559856742246
9	ENSG00000198121.13	LPAR1	110873262	111038458	496	1.307320438487387	254	1.1818557896976265
2	ENSG00000198130.15	HIBCH	190189734	190320045	398	1.8015027052030228	199	1.516303860845621
22	ENSG00000198355.4	PIM3	49960512	49964080	405	1.5747706173480716	198	1.7278986941624936
9	ENSG00000198467.13	TPM2	35681991	35691020	433	4.2866911659507485	219	4.275718634798329
1	ENSG00000198483.12	ANKRD35	145866559	145885866	348	1.3774627874843617	182	1.4493904798810853
4	ENSG00000198515.13	CNGA1	47935976	48016672	392	1.4348526077635773	193	1.2150372540007028
6	ENSG00000198563.13	DDX39B	31530232	31542448	482	1.024892818762897	237	0.8563981073624517
12	ENSG00000198598.6	MMP17	131828392	131851783	456	1.6465133614836354	226	1.4356212945955538
5	ENSG00000198624.12	CCDC69	151181051	151224145	517	2.145592475817651	267	2.093386824962824
9	ENSG00000198680.4	TUSC1	25676388	25678440	440	1.7730006437906376	217	1.0758767965166356
10	ENSG00000198682.12	PAPSS2	87659612	87747705	450	1.1795354667890536	210	1.1092595819673332
6	ENSG00000198721.12	ECI2	4115688	4135597	379	2.5715804016015613	168	1.7207715154505678
14	ENSG00000198732.10	SMOC1	69854130	70032366	448	2.813008338427756	225	2.5873414177712544
1	ENSG00000198756.10	COLGALT2	183929853	184037729	476	1.20229394614229	241	0.9097813834292338
18	ENSG00000198796.6	ALPK2	58481246	58628957	500	2.1334893983655934	248	2.0811538583842357
5	ENSG00000198865.9	CCDC152	42756800	42802360	362	2.2934792374379387	195	2.105529516991301
1	ENSG00000198892.6	SHISA4	201888679	201892306	379	1.7076849088049546	189	1.4333086407362268
17	ENSG00000198920.9	KIAA0753	6578147	6640757	403	1.9663057320965336	201	1.7874691430979932
20	ENSG00000198959.11	TGM2	38127780	38166578	345	1.3974615675913578	168	1.446375135041424
14	ENSG00000203485.12	INF2	104689605	104722535	435	2.707199857507767	225	1.3873145807819325
1	ENSG00000203666.12	EFCAB2	245002120	245127164	495	1.5323073367095	246	1.114613657682634
1	ENSG00000203685.9	STUM	226548799	226609214	478	1.984926684108301	227	1.8896573933864664
1	ENSG00000203697.11	CAPN8	223538006	223665734	388	1.946715786565573	191	1.7540192444156248
1	ENSG00000203786.6	KPRP	152759560	152762052	123	1.7395249594879731	78	2.0042139303786946
6	ENSG00000203799.12	CCDC162P	109165830	109355063	468	2.4046262394134232	229	1.2904330872855103
10	ENSG00000203867.7	RBM20	110644396	110839469	458	1.3652285198603509	220	1.1092595819673332
6	ENSG00000203875.10	SNHG5	85660949	85678736	377	4.056879766994514	195	3.4564040051593934
10	ENSG00000204020.5	LIPN	88761405	88778242	245	1.423715995798614	138	1.7582666730220038
2	ENSG00000204099.11	NEU4	241809806	241817413	307	2.182311531340333	141	1.6557170544417132
10	ENSG00000204161.13	C10orf128	49154724	49188585	427	1.3268335572837444	216	0.9324263590369962
1	ENSG00000204219.9	TCEA3	23381060	23424740	497	0.8197247215298193	247	0.9466214034576222
6	ENSG00000204267.13	TAP2	32821832	32838780	527	2.239245652253746	263	2.438882194870043
9	ENSG00000204291.10	COL15A1	98943178	99070792	456	1.5507775744164092	237	2.0512380423085963
6	ENSG00000204421.2	LY6G6C	31718647	31721845	178	2.2659274894185923	80	2.5086811220539658
6	ENSG00000204516.9	MICB	31494880	31511124	462	1.4556634483041646	232	1.0354564175814258
6	ENSG00000204520.12	MICA	31399783	31415315	454	3.3886656980924488	239	3.54231736172908
6	ENSG00000204531.17	POU5F1	31164336	31180731	494	4.262064159435677	248	3.993077025106012
6	ENSG00000204538.3	PSORS1C2	31137535	31139350	357	3.622505369900602	175	1.993599916543088
6	ENSG00000204539.3	CDSN	31115089	31120446	445	4.42417786213413	230	4.459281478440705
6	ENSG00000204540.10	PSORS1C1	31114749	31140092	509	5.224254394152138	257	4.7453853139571365
6	ENSG00000204580.13	DDR1	30876420	30900156	362	2.956753695903694	181	2.5537063844746934
6	ENSG00000204616.10	TRIM31	30102896	30113106	248	2.04078009747017	121	1.1473575918092642
6	ENSG00000204618.8	RNF39	30070333	30075887	464	2.041285931717744	231	2.184038131725746
2	ENSG00000204634.12	TBC1D8	101007616	101252801	514	2.1068770846376457	250	1.8995211575456672
5	ENSG00000204677.10	FAM153C	178006404	178055559	318	1.6173109358687896	142	1.452448294366375
6	ENSG00000204681.10	GABBR1	29602227	29633976	177	2.078406163591998	94	1.4455411034900287
8	ENSG00000204839.8	MROH6	143566186	143572971	432	2.058709111356415	227	1.5415245407087863
19	ENSG00000204936.9	CD177	43353658	43363172	364	3.7549801004642154	198	3.1580858890222734
8	ENSG00000205038.11	PKHD1L1	109362476	109530330	373	2.8813681270196594	191	2.9952677924444213
17	ENSG00000205212.3	CCDC144NL	20836446	20896140	293	1.8091770679511008	129	0.9203727712670856
16	ENSG00000205362.11	MT1A	56638665	56640087	270	1.8801795973254951	145	1.9948975545982248
16	ENSG00000205364.3	MT1M	56632232	56633986	343	1.665539569894955	184	1.066310583294598
7	ENSG00000205485.13	AC004980.7	76549359	76627982	394	2.8078969915656637	208	1.8564620332353088
22	ENSG00000205560.12	CPT1B	50568860	50578455	409	1.8883496059945304	221	1.2791121830531744
21	ENSG00000205581.10	HMGN1	39342314	39349647	422	2.9914272422029238	205	2.9242912494541566
13	ENSG00000205822.10	TPTE2P6	24408156	24597676	486	1.981982590651304	244	1.8865660497493013
18	ENSG00000206072.12	SERPINB11	63647578	63726432	214	2.341567105284791	58	0.9502989202130708
5	ENSG00000206077.10	ZDHHC11B	710359	766952	465	2.9111522261297376	239	2.7707928109552524
15	ENSG00000206190.11	ATP10A	25677272	25865172	543	0.8597344484311541	273	0.7498304770797516
14	ENSG00000211448.11	DIO2	80197526	80387757	340	1.0677811428007753	166	0.8394915742397897
2	ENSG00000211592.8	IGKC	88857160	88857683	106	5.529833856389773	50	4.797146934666225
22	ENSG00000211642.3	IGLV10-54	22214793	22215270	79	0.9196080921694004	54	2.060500367385698
22	ENSG00000211649.3	IGLV7-46	22369613	22370087	69	2.6628389270886106	66	2.226801203997301
22	ENSG00000211650.2	IGLV5-45	22375985	22376505	61	2.7752016707598144	43	2.043483537592884
14	ENSG00000211893.3	IGHG2	105643051	105644790	187	5.5753496498173565	101	5.588712572250463
14	ENSG00000211895.4	IGHA1	105707117	105708665	205	5.395231013937961	99	4.987395091749899
14	ENSG00000211896.7	IGHG1	105736342	105743071	186	4.788808953125661	86	4.340755559622924
14	ENSG00000211897.8	IGHG3	105769101	105771405	193	5.637240630500977	85	5.176782397444051
14	ENSG00000211898.7	IGHD	105836764	105845678	278	3.4483894401338167	158	3.009888687788643
14	ENSG00000211899.9	IGHM	105851707	105856218	257	3.9470902679532007	140	3.8375435928925343
14	ENSG00000211900.2	IGHJ6	105863197	105863258	89	3.0016946619352525	53	3.3582744432830323
14	ENSG00000211934.3	IGHV1-2	105986581	105987083	94	2.3285459721859683	64	2.014767637317508
14	ENSG00000211935.3	IGHV1-3	106005094	106005574	131	1.910213080313845	91	2.2454415175515683
14	ENSG00000211965.4	IGHV3-49	106556935	106557477	99	2.6788159139509498	77	2.127020702030339
14	ENSG00000211966.2	IGHV5-51	106578743	106579236	91	2.5956302394962663	58	2.4263622079312235
19	ENSG00000213096.10	ZNF254	24033404	24129961	399	1.2293788606907206	203	1.0151808229699126
1	ENSG00000213366.12	GSTM2	109668021	109709551	469	2.987052529148851	242	3.324386725633876
7	ENSG00000213413.2	PVRIG	100218240	100221490	361	0.8109246936600374	182	0.9428125468180508
2	ENSG00000213639.9	PPP1CB	28751639	28802940	393	1.1141200723349762	219	0.7875016345286661
16	ENSG00000213853.9	EMP2	10528421	10580698	505	2.276126242304962	241	2.03013838891719
16	ENSG00000213918.10	DNASE1	3611727	3680143	487	1.4979295851832002	235	1.2633886126652356
5	ENSG00000213949.8	ITGA1	52787895	52959210	548	2.5296818205235096	275	2.5341251500555413
17	ENSG00000213977.7	TAX1BP3	3662895	3668682	354	1.2151614395281949	163	0.9516920899041688
3	ENSG00000214021.15	TTLL3	9808085	9855138	436	1.0634619243448549	223	1.1122127268685975
7	ENSG00000214022.11	REPIN1	150368188	150374044	346	2.946878353642425	163	2.729376615745001
19	ENSG00000214049.6	UCA1	15828960	15836320	129	1.2208972848708115	61	1.5087087390219558
20	ENSG00000214078.12	CPNE1	35626030	35664759	334	1.4085115195829765	173	1.1130662369556683
10	ENSG00000214435.7	AS3MT	102869515	102901899	331	2.616645644831032	161	2.078679837723364
19	ENSG00000214456.8	PLIN5	4522530	4535224	372	1.1899668930501424	188	1.20033582737973
12	ENSG00000214826.5	DDX12P	9418672	9448229	334	0.7985541696456778	179	0.9363438740893923
17	ENSG00000214941.7	ZSWIM7	15976559	15993830	299	1.4866868942225748	150	1.4604869488910373
6	ENSG00000215022.7	RP1-257A7.4	13264860	13295586	379	2.513987368748454	172	2.2732107397958874
17	ENSG00000215067.9	ALOX12-AS1	6876634	7012349	534	1.7617907230645835	267	1.6740844908544696
5	ENSG00000215218.3	UBE2QL1	6448622	6494909	338	0.8427670544784109	171	1.6368708678066692
12	ENSG00000215241.3	RP11-266K4.9	8235518	8242564	341	1.5953700500151708	181	1.1711124677170188
14	ENSG00000215256.3	DHRS4-AS1	23938730	23988817	421	1.825515785204344	208	1.0016117711914383
21	ENSG00000215559.8	ANKRD20A11P	13909573	13980437	403	3.7175817178523456	196	3.0983533436270854
17	ENSG00000215644.9	GCGR	81804133	81814013	130	2.603625755778803	52	1.5398508250709126
1	ENSG00000215790.6	SLC35E2	1724837	1745992	404	1.2387673772913728	196	1.0487803797547055
1	ENSG00000215808.2	LINC01139	238480383	238486023	248	1.4540123702839438	120	1.9324487231947645
19	ENSG00000216490.3	IFI30	18173161	18178117	365	1.290280060656774	187	1.140954564945074
2	ENSG00000216921.7	AC131097.4	241893984	241902551	245	0.8000657257606828	108	1.0238918191733777
5	ENSG00000218227.3	RP11-889L3.1	178055603	178056194	338	3.210669953537618	166	2.5850492713003663
1	ENSG00000218510.6	LINC00339	22024530	22031225	395	3.111594062387108	187	2.901786952597333
17	ENSG00000219200.11	RNASEK	7012416	7014494	149	1.8121769661737912	83	1.5139115935586491
22	ENSG00000219438.8	FAM19A5	48489459	48850912	524	0.9243537157818736	267	0.9094743521862938
2	ENSG00000219626.8	FAM228B	24076525	24169640	451	1.8040563991075669	223	0.8759611347674514
19	ENSG00000221923.8	ZNF880	52369916	52385795	400	2.0607302001945014	204	1.3287766862946482
3	ENSG00000221955.10	SLC12A8	125082635	125212864	475	1.5131214981699668	231	1.4428115456854609
16	ENSG00000222019.7	URAHP	90039760	90047773	494	0.91867590339562	251	0.7865432015020775
1	ENSG00000223745.7	CCDC18-AS1	93262185	93345887	339	1.8248530356221409	160	1.4796946955196777
2	ENSG00000223751.1	AC116609.2	742487	747767	78	1.5029096808827958	45	1.3287766862946482
11	ENSG00000223756.6	TSSC2	3380960	3408978	449	1.848610399735794	235	1.7678108949492786
1	ENSG00000223764.2	RP11-54O7.3	916869	919692	319	1.084753369554681	173	0.8085338378888729
1	ENSG00000223774.5	RP11-307B6.3	201893841	201899236	354	1.1535011020950658	180	1.2556043181855434
2	ENSG00000224063.5	AC007319.1	187191834	187554663	461	1.145163804119654	243	0.9493644072104004
1	ENSG00000224081.8	SLC44A3-AS1	94613813	94855426	538	2.539750794845073	273	0.9428125468180508
6	ENSG00000224389.8	C4B	32014761	32035418	155	1.3307911475748364	78	0.9910580642526252
20	ENSG00000224397.5	SMIM25	50267485	50279795	343	1.4746262219241597	191	1.0989158440670932
13	ENSG00000224429.7	LINC00539	21303514	21348721	433	1.060417251666763	221	0.7725342499901399
10	ENSG00000224597.9	SVIL-AS1	29409401	29487745	427	4.138371659913763	207	3.969344752840612
13	ENSG00000224743.6	TEX26-AS1	30881932	30933846	455	0.9485538852935234	210	0.9211020639724918
21	ENSG00000224905.6	AP001347.6	14027420	14144468	529	3.1900794935457983	267	2.537354002254024
12	ENSG00000224982.3	TMEM233	119593458	119643066	245	1.8691804743971367	107	1.9647608203270561
2	ENSG00000225057.2	AC096574.4	238231683	238255633	442	2.1887995580612647	208	0.9699506503749992
5	ENSG00000225138.7	CTD-2228K2.7	473235	480665	455	5.02626718938769	251	4.512211984109096
17	ENSG00000225190.10	PLEKHM1	45435899	45490749	387	1.6721171184899868	199	1.6486759840580716
1	ENSG00000225217.1	HSPA7	161606290	161608217	336	2.737217506999535	173	2.826060981706392
1	ENSG00000225243.5	RP1-127D3.4	171199243	171227788	374	5.302989014952307	185	4.971574039185767
7	ENSG00000225264.3	ZNRF2P2	29598794	29685153	381	2.4386578988312237	181	2.2262499305057704
21	ENSG00000225330.1	AF064860.5	39630270	39726085	318	0.9766639079472248	183	1.2568038652037257
9	ENSG00000225489.6	RP11-390F4.3	6716494	6727438	286	2.562921309249521	127	0.7410930999065609
1	ENSG00000225670.4	CADM3-AS1	159194324	159207973	496	1.8354113929549905	253	1.3721595132368054
22	ENSG00000225783.6	MIAT	26646427	26676475	466	2.8092443547700703	240	2.2617243796857367
1	ENSG00000226067.6	LINC00623	120952438	121009291	318	3.173168003678304	173	2.483462032756248
12	ENSG00000226091.7	LINC00937	8295985	8396803	457	1.7364184131605533	248	1.7093910204105571
17	ENSG00000226145.7	KRT16P6	16817982	16822579	76	2.332619835465424	37	2.337368787257988
16	ENSG00000226232.8	NPIPB14P	69976387	69996188	430	2.918611908862958	213	2.596410669029848
6	ENSG00000226281.2	RP1-80N2.2	6692743	6711002	132	1.0619448434822385	59	0.8078886421281382
2	ENSG00000226312.7	CFLAR-AS1	201140277	201157823	237	1.1345086774848616	130	0.8559706154358162
6	ENSG00000226314.7	ZNF192P1	28161780	28169594	256	1.720808321238931	123	1.2752359291416446
7	ENSG00000226380.9	AC058791.1	130876810	130913310	477	1.304614172240407	242	1.2562090485004944
2	ENSG00000226383.6	LINC01876	156011529	156254950	299	2.1437097539615326	163	1.961740115950097
6	ENSG00000226445.1	XXyac-YX65C7_A.2	169213253	169239565	523	4.419769824261818	252	4.09887347899648
3	ENSG00000227110.6	LMCD1-AS1	7952804	8611924	543	2.6418658216825794	273	2.31780979370343
1	ENSG00000227242.4	NBPF13P	147019655	147056593	117	3.244155449079869	37	2.159381945911516
17	ENSG00000227300.12	KRT16P2	16829998	16832830	22	1.3926684715326565	14	3.3671497979054315
1	ENSG00000227591.5	RP1-28O10.1	209661363	209724125	316	1.863635663376607	142	1.452448294366375
1	ENSG00000227775.3	RP1-283E3.4	1724511	1737251	399	1.3570265767803558	196	1.0823799365394988
13	ENSG00000227879.2	PSPC1P1	19201636	19227432	141	3.1541822634891385	34	2.232670645289475
20	ENSG00000227906.7	SNAP25-AS1	10021977	10368776	540	1.7050185646913851	270	1.5970753693613666
6	ENSG00000227954.6	TARID	133502251	133891712	487	0.7658555173426442	253	1.21598133624504
20	ENSG00000228340.5	MIR646HG	60087839	60527458	505	2.9532910569666098	255	2.41344943708844
6	ENSG00000228412.7	RP4-625H18.2	19324987	19839080	508	1.5411034856970176	254	1.2855646578837594
2	ENSG00000228613.1	AC144450.1	1546664	1620113	359	1.8542075736308723	162	1.7759411580725122
10	ENSG00000228748.2	RP13-39P12.3	77782865	77793176	393	1.8546717076641568	179	1.4882025162530337
3	ENSG00000228804.5	RP11-211G3.3	187715621	187733849	396	1.0435713085905487	203	1.1125036771051755
11	ENSG00000229414.2	KCNQ1-AS1	2840134	2861568	353	1.4891685669694643	184	1.1736830799764366
1	ENSG00000230021.8	RP5-857K21.4	585988	827796	371	1.8232331948435785	192	1.3973757813969343
21	ENSG00000230212.6	AP000688.14	36069641	36126640	443	1.442687620696038	219	1.0581391604116572
6	ENSG00000230438.6	SERPINB9P1	2854656	2881407	453	1.0692455858233072	229	1.4054638843129246
7	ENSG00000230825.1	AC005532.5	7255153	7277779	145	1.385825913710924	84	1.0151808229699126
1	ENSG00000230937.11	MIR205HG	209428819	209432838	173	1.0542980543943672	87	0.9502989202130708
2	ENSG00000231013.1	AC013275.2	119476447	119487346	85	1.9023719453515369	51	2.1035429368616425
2	ENSG00000231173.1	AC116609.3	741976	749856	153	1.5504647123671698	77	0.8441285338836929
5	ENSG00000231185.6	AC005592.2	142325292	142672001	520	1.036504564401437	266	0.9904232548126968
19	ENSG00000231205.11	ZNF826P	20340268	20424969	448	2.423226919654049	236	2.007791458154564
6	ENSG00000231226.1	TRIM31-AS1	30105242	30114724	195	1.913346183386392	93	0.903904871467587
6	ENSG00000231925.11	TAPBP	33299693	33314387	354	1.256268331150281	169	1.3157875085238016
3	ENSG00000232112.3	TMA7	48443847	48444208	287	4.3253919328159816	145	4.129512155298322
1	ENSG00000232284.7	GNG12-AS1	67832302	68202987	540	2.2843973649426728	273	2.052459447813269
6	ENSG00000232295.7	RP11-154D6.1	71221456	71328228	399	2.5240914095998765	188	2.1811569318209245
19	ENSG00000232677.6	LINC00665	36313066	36331718	389	0.8732028243891976	202	0.7636831504025504
22	ENSG00000232710.1	RP4-669P10.16	42137986	42139927	345	0.87022100113417	186	1.0101228251743526
13	ENSG00000232814.2	COL4A2-AS1	110502574	110507751	414	1.0459678566198989	202	0.8288862506977925
5	ENSG00000233006.6	AC034220.3	132311284	132369648	409	1.7460333259532748	217	1.4704006245703356
9	ENSG00000233016.6	SNHG7	136722028	136728184	389	2.631394245490136	207	1.8059877826583768
7	ENSG00000233429.9	HOTAIRM1	27096093	27100265	381	1.4647158760685746	207	1.8696159288402068
7	ENSG00000233559.1	LINC00513	130853719	130928649	511	1.7971738874455945	259	1.345727814041931
13	ENSG00000233695.2	GAS6-AS1	113833491	113845744	426	1.67370592072104	212	1.3701950078658398
2	ENSG00000233806.7	LINC01237	241881362	242078722	508	3.2455020255316525	255	2.904134729114203
7	ENSG00000234456.7	MAGI2-AS3	79452876	79471208	439	0.8510049440423362	228	0.7799839254763609
17	ENSG00000234477.1	AC004231.2	40921429	40975926	369	3.080344871583977	196	3.165552457196672
1	ENSG00000234518.2	PTGES3P1	89104284	89104767	241	2.8212298690450432	130	1.8691264815618849
8	ENSG00000234616.8	JRK	142657459	142681920	440	3.4596911468477702	215	3.3912164571838397
20	ENSG00000234684.6	SDCBP2-AS1	1325404	1378734	507	1.4742078275608663	262	1.3203981708623078
1	ENSG00000234741.7	GAS5	173863941	173868882	302	0.8604443548687386	148	1.2249510288425398
17	ENSG00000234899.9	SOX9-AS1	72034106	72237203	466	1.6382272168233103	220	1.7079425937691015
11	ENSG00000235027.1	AC068580.6	1760347	1762486	141	2.0189323629472784	77	2.0414945574872294
6	ENSG00000235033.7	RP11-61I13.3	39881803	39900071	401	2.16215761111131	208	1.698156429153111
6	ENSG00000235109.7	ZSCAN31	28324692	28356271	324	3.928216286585862	167	2.524947733826724
12	ENSG00000235162.8	C12orf75	105235289	105396097	459	2.0735700586952817	220	2.186889003210516
15	ENSG00000235370.6	DNM1P51	84398315	84411701	418	0.8008472423898029	230	0.8229329241490966
9	ENSG00000235448.1	LURAP1L-AS1	12700099	12814345	451	1.2394063024361213	223	1.1122127268685975
1	ENSG00000235750.9	KIAA0040	175156986	175192999	446	3.678072555952811	220	3.6536623821248484
2	ENSG00000236283.4	AC013463.2	164840671	165195564	490	1.0821932288730802	258	0.8693222818886404
11	ENSG00000236304.1	AP001189.4	76657055	76663866	482	1.1003691654134071	257	0.9529497372517746
9	ENSG00000236404.8	VLDLR-AS1	2422701	2622373	538	1.579545763219138	271	1.6365866480820277
2	ENSG00000236432.7	AC097662.2	227221051	227325150	525	1.433615206434137	266	1.2627565045420723
2	ENSG00000236449.1	AC018890.6	174547140	174774827	494	1.4783620431732507	247	0.9466214034576222
21	ENSG00000236830.6	CBR3-AS1	36131766	36175815	381	2.4577548012383343	187	3.113086839115604
22	ENSG00000237037.9	NDUFA6-AS1	42090955	42137742	380	3.0985061320032345	197	2.4430767082607137
4	ENSG00000237125.8	HAND2-AS1	173527375	173591324	510	0.7610511897265639	264	1.2539413098194272
2	ENSG00000237281.1	CATIP-AS2	218326888	218357966	373	1.3013426439476885	185	1.2694477391791579
10	ENSG00000237399.7	PITRM1-AS1	3141737	3167972	492	2.7599283484727994	250	2.531730418008334
22	ENSG00000237438.7	CECR7	17036569	17060825	367	2.229840816107149	185	2.052589841103633
2	ENSG00000237651.6	C2orf74	61145067	61164829	286	1.4689893087750605	151	0.7472744231759332
2	ENSG00000237940.3	LINC01238	241970682	241977276	327	1.7476653933849404	157	1.3147947051273032
6	ENSG00000238158.6	RP11-420L9.4	3831932	3855737	192	3.283994219445985	85	0.9155680193255848
7	ENSG00000239521.7	GATS	100200652	100272218	419	2.2901213715167272	206	1.8189605114915648
7	ENSG00000239556.3	AC004951.5	43984993	43990207	331	0.9900049606434764	179	1.2674590593875772
1	ENSG00000239887.4	C1orf226	162378840	162386818	443	2.0503829553078674	222	2.159381945911516
3	ENSG00000240045.1	RP11-451G4.2	155290228	155293691	65	1.5402220902013048	25	2.0312314201420563
7	ENSG00000240583.11	AQP1	30911693	30925516	373	3.1349524638089883	193	2.5799104415280496
3	ENSG00000240602.7	AADACP1	151770427	151784894	96	1.0481646923134709	58	1.2909289096864904
3	ENSG00000240661.3	RP11-174O3.3	120349448	120423526	427	3.3715885410146664	226	3.1257087349916963
19	ENSG00000241015.2	TPM3P9	53431983	53444670	505	1.4692915695166149	256	1.474549763387006
3	ENSG00000241158.5	ADAMTS9-AS1	64561321	64592757	414	0.7999222589398781	206	0.827936690984755
3	ENSG00000241278.1	ENPP7P4	125848222	125909372	411	1.2373651620101975	207	1.1697063208400722
3	ENSG00000241288.7	RP11-379B18.5	125827237	125916384	432	1.6208065297711394	221	1.4579043947224808
22	ENSG00000241484.9	ARHGAP8	44752557	44862788	521	2.610823255081126	263	2.23856240384892
7	ENSG00000241644.2	INMT	30697984	30757602	409	2.8667740312781635	196	2.9975546732727065
2	ENSG00000241755.1	IGKV1-9	89009981	89010515	59	1.420695897638624	37	1.6254214218721013
15	ENSG00000241839.9	PLEKHO2	64841882	64868007	329	1.8862408161306967	181	1.498568921685942
5	ENSG00000242110.7	AMACR	33986177	34008108	393	2.0398096164964516	187	2.021370758771204
16	ENSG00000242173.8	ARHGDIG	271881	283010	383	1.205287199242994	190	0.8319748186065146
22	ENSG00000242247.10	ARFGAP3	42796501	42858106	346	1.4117854442523337	176	1.5657553784661815
2	ENSG00000242441.7	GTF2A1L	48617797	48733148	412	3.0687629748561345	227	2.4988898855724067
3	ENSG00000242908.6	AADACL2-AS1	151751442	151928175	438	2.6989512946541714	221	2.8286446841871618
7	ENSG00000243243.5	AC073130.3	116237928	116327896	444	2.0436875051273997	225	1.6214661587310684
2	ENSG00000243244.5	STON1	48530170	48598513	510	2.501565342054646	257	2.3879253608700206
